State,Year,Quater,RegisteredUsers,Districts
manipur,2022,2,9201,chandel
manipur,2022,3,138892,imphal west
manipur,2022,3,90100,imphal east
manipur,2022,3,42321,thoubal
manipur,2022,3,40486,bishnupur
manipur,2022,3,35081,churachandpur
manipur,2022,3,28377,kangpokpi
manipur,2022,3,18979,kakching
manipur,2022,3,14002,ukhrul
manipur,2022,3,11830,tamenglong
manipur,2022,3,9647,chandel
manipur,2022,4,145422,imphal west
manipur,2022,4,94344,imphal east
manipur,2022,4,44264,thoubal
manipur,2022,4,42189,bishnupur
manipur,2022,4,36722,churachandpur
manipur,2022,4,29563,kangpokpi
manipur,2022,4,19797,kakching
manipur,2022,4,14415,ukhrul
manipur,2022,4,12297,tamenglong
manipur,2022,4,9973,chandel
manipur,2022,1,125131,imphal west
manipur,2022,1,81134,imphal east
manipur,2022,1,38088,thoubal
manipur,2022,1,36514,bishnupur
manipur,2022,1,31533,churachandpur
manipur,2022,1,25589,kangpokpi
manipur,2022,1,17014,kakching
manipur,2022,1,12728,ukhrul
manipur,2022,1,10719,tamenglong
manipur,2022,1,8724,chandel
manipur,2019,2,39303,imphal west
manipur,2019,2,24652,imphal east
manipur,2019,2,10915,thoubal
manipur,2019,2,10014,bishnupur
manipur,2019,2,7662,churachandpur
manipur,2019,2,6407,kangpokpi
manipur,2019,2,4599,kakching
manipur,2019,2,2981,ukhrul
manipur,2019,2,2628,tamenglong
manipur,2019,2,2175,chandel
manipur,2019,3,45268,imphal west
manipur,2019,3,28331,imphal east
manipur,2019,3,12427,thoubal
manipur,2019,3,11647,bishnupur
manipur,2019,3,9071,churachandpur
manipur,2019,3,7621,kangpokpi
manipur,2019,3,5355,kakching
manipur,2019,3,3488,ukhrul
manipur,2019,3,3085,tamenglong
manipur,2019,3,2581,chandel
manipur,2019,4,51063,imphal west
manipur,2019,4,31935,imphal east
manipur,2019,4,14194,thoubal
manipur,2019,4,13387,bishnupur
manipur,2019,4,10431,churachandpur
manipur,2019,4,8850,kangpokpi
manipur,2019,4,6126,kakching
manipur,2019,4,4091,ukhrul
manipur,2019,4,3651,tamenglong
manipur,2019,4,3029,chandel
manipur,2019,1,33668,imphal west
manipur,2019,1,21136,imphal east
manipur,2019,1,9529,thoubal
manipur,2019,1,8537,bishnupur
manipur,2019,1,6138,churachandpur
manipur,2019,1,5212,kangpokpi
manipur,2019,1,3850,kakching
manipur,2019,1,2368,ukhrul
manipur,2019,1,2148,tamenglong
manipur,2019,1,1759,jiribam
sikkim,2020,2,69829,east
sikkim,2020,2,24768,south
sikkim,2020,2,15082,west
sikkim,2020,2,10242,north
sikkim,2020,3,78018,east
sikkim,2020,3,28038,south
sikkim,2020,3,17400,west
sikkim,2020,3,11317,north
sikkim,2020,4,85770,east
sikkim,2020,4,31055,south
sikkim,2020,4,19217,west
sikkim,2020,4,12501,north
sikkim,2020,1,61820,east
sikkim,2020,1,21043,south
sikkim,2020,1,12746,west
sikkim,2020,1,9022,north
sikkim,2021,2,99077,east
sikkim,2021,2,35900,south
sikkim,2021,2,22352,west
sikkim,2021,2,14411,north
sikkim,2021,3,106352,east
sikkim,2021,3,38616,south
sikkim,2021,3,24132,west
sikkim,2021,3,15593,north
sikkim,2021,4,113537,east
sikkim,2021,4,41311,south
sikkim,2021,4,25834,west
sikkim,2021,4,16725,north
sikkim,2021,1,92502,east
sikkim,2021,1,33490,south
sikkim,2021,1,20769,west
sikkim,2021,1,13452,north
sikkim,2018,2,17767,east
sikkim,2018,2,5147,south
sikkim,2018,2,2868,west
sikkim,2018,2,2315,north
sikkim,2018,3,23460,east
sikkim,2018,3,6943,south
sikkim,2018,3,4042,west
sikkim,2018,3,3192,north
sikkim,2018,4,29948,east
sikkim,2018,4,8992,south
sikkim,2018,4,5328,west
sikkim,2018,4,4270,north
sikkim,2018,1,12749,east
sikkim,2018,1,3679,south
sikkim,2018,1,2048,west
sikkim,2018,1,1575,north
sikkim,2023,2,150852,east
sikkim,2023,2,55158,south
sikkim,2023,2,34427,west
sikkim,2023,2,22291,north
sikkim,2023,3,156600,east
sikkim,2023,3,57259,south
sikkim,2023,3,35808,west
sikkim,2023,3,23162,north
sikkim,2023,1,145199,east
sikkim,2023,1,52942,south
sikkim,2023,1,32945,west
sikkim,2023,1,21354,north
sikkim,2022,2,126666,east
sikkim,2022,2,46351,south
sikkim,2022,2,29184,west
sikkim,2022,2,18793,north
sikkim,2022,3,133152,east
sikkim,2022,3,48673,south
sikkim,2022,3,30513,west
sikkim,2022,3,19687,north
sikkim,2022,4,139175,east
sikkim,2022,4,50716,south
sikkim,2022,4,31605,west
sikkim,2022,4,20472,north
sikkim,2022,1,120360,east
sikkim,2022,1,43881,south
sikkim,2022,1,27594,west
sikkim,2022,1,17781,north
sikkim,2019,2,43048,east
sikkim,2019,2,13547,south
sikkim,2019,2,8064,west
sikkim,2019,2,6340,north
sikkim,2019,3,49404,east
sikkim,2019,3,16016,south
sikkim,2019,3,9481,west
sikkim,2019,3,7227,north
sikkim,2019,4,55340,east
sikkim,2019,4,18461,south
sikkim,2019,4,11078,west
sikkim,2019,4,8093,north
sikkim,2019,1,36124,east
sikkim,2019,1,11031,south
sikkim,2019,1,6479,west
sikkim,2019,1,5322,north
haryana,2020,2,1809777,gurugram
haryana,2020,2,1010271,faridabad
haryana,2020,2,417164,hisar
haryana,2020,2,362890,sonipat
haryana,2020,2,354024,rewari
haryana,2020,2,324833,panipat
haryana,2020,2,313828,karnal
haryana,2020,2,259528,palwal
haryana,2020,2,256581,jhajjar
haryana,2020,2,254647,rohtak
haryana,2020,3,1949331,gurugram
haryana,2020,3,1094570,faridabad
haryana,2020,3,453910,hisar
haryana,2020,3,402001,sonipat
haryana,2020,3,388025,rewari
haryana,2020,3,357830,panipat
haryana,2020,3,344289,karnal
haryana,2020,3,285223,palwal
haryana,2020,3,284852,jhajjar
haryana,2020,3,280325,rohtak
haryana,2020,4,2104240,gurugram
haryana,2020,4,1182635,faridabad
haryana,2020,4,490971,hisar
haryana,2020,4,441088,sonipat
haryana,2020,4,421106,rewari
haryana,2020,4,391952,panipat
haryana,2020,4,374733,karnal
haryana,2020,4,313144,jhajjar
haryana,2020,4,310698,palwal
haryana,2020,4,305922,rohtak
haryana,2020,1,1700505,gurugram
haryana,2020,1,935992,faridabad
haryana,2020,1,382469,hisar
haryana,2020,1,325111,sonipat
haryana,2020,1,323001,rewari
haryana,2020,1,293916,panipat
haryana,2020,1,283270,karnal
haryana,2020,1,233542,palwal
haryana,2020,1,231317,rohtak
haryana,2020,1,230059,jhajjar
haryana,2021,2,2416391,gurugram
haryana,2021,2,1360855,faridabad
haryana,2021,2,564047,hisar
haryana,2021,2,510058,sonipat
haryana,2021,2,485784,rewari
haryana,2021,2,454218,panipat
haryana,2021,2,432042,karnal
haryana,2021,2,362160,jhajjar
haryana,2021,2,359544,palwal
haryana,2021,2,353305,rohtak
haryana,2021,3,2589324,gurugram
haryana,2021,3,1459758,faridabad
haryana,2021,3,606513,hisar
haryana,2021,3,549613,sonipat
haryana,2021,3,522734,rewari
haryana,2021,3,489226,panipat
haryana,2021,3,464990,karnal
haryana,2021,3,390612,jhajjar
haryana,2021,3,387557,palwal
haryana,2021,3,380370,rohtak
haryana,2021,4,2764490,gurugram
haryana,2021,4,1559756,faridabad
haryana,2021,4,648827,hisar
haryana,2021,4,588700,sonipat
haryana,2021,4,559494,rewari
haryana,2021,4,523678,panipat
haryana,2021,4,497166,karnal
haryana,2021,4,418950,jhajjar
haryana,2021,4,415495,palwal
haryana,2021,4,407245,rohtak
haryana,2021,1,2262589,gurugram
haryana,2021,1,1272506,faridabad
haryana,2021,1,526528,hisar
haryana,2021,1,475192,sonipat
haryana,2021,1,453500,rewari
haryana,2021,1,423131,panipat
haryana,2021,1,402850,karnal
haryana,2021,1,337303,jhajjar
haryana,2021,1,335048,palwal
haryana,2021,1,329147,rohtak
haryana,2018,2,621718,gurugram
haryana,2018,2,306358,faridabad
haryana,2018,2,147599,hisar
haryana,2018,2,113056,rewari
haryana,2018,2,106837,sonipat
haryana,2018,2,101243,panipat
haryana,2018,2,98276,karnal
haryana,2018,2,91908,sirsa
haryana,2018,2,82822,rohtak
haryana,2018,2,75485,bhiwani
haryana,2018,3,767369,gurugram
haryana,2018,3,383316,faridabad
haryana,2018,3,176380,hisar
haryana,2018,3,138368,rewari
haryana,2018,3,132705,sonipat
haryana,2018,3,124290,panipat
haryana,2018,3,121471,karnal
haryana,2018,3,109165,sirsa
haryana,2018,3,101649,rohtak
haryana,2018,3,92472,ambala
haryana,2018,4,967781,gurugram
haryana,2018,4,521996,faridabad
haryana,2018,4,210671,hisar
haryana,2018,4,172035,rewari
haryana,2018,4,165599,sonipat
haryana,2018,4,153137,panipat
haryana,2018,4,149062,karnal
haryana,2018,4,127874,sirsa
haryana,2018,4,124365,rohtak
haryana,2018,4,114488,jhajjar
haryana,2018,1,474081,gurugram
haryana,2018,1,231504,faridabad
haryana,2018,1,113872,hisar
haryana,2018,1,85350,rewari
haryana,2018,1,79638,sonipat
haryana,2018,1,74739,panipat
haryana,2018,1,73612,karnal
haryana,2018,1,70800,sirsa
haryana,2018,1,62452,rohtak
haryana,2018,1,57585,bhiwani
haryana,2023,2,3707352,gurugram
haryana,2023,2,2097648,faridabad
haryana,2023,2,879031,hisar
haryana,2023,2,796213,sonipat
haryana,2023,2,757958,rewari
haryana,2023,2,706703,panipat
haryana,2023,2,664313,karnal
haryana,2023,2,568479,jhajjar
haryana,2023,2,562608,palwal
haryana,2023,2,547825,rohtak
haryana,2023,3,3846607,gurugram
haryana,2023,3,2177737,faridabad
haryana,2023,3,913340,hisar
haryana,2023,3,828230,sonipat
haryana,2023,3,788131,rewari
haryana,2023,3,735266,panipat
haryana,2023,3,690422,karnal
haryana,2023,3,591881,jhajjar
haryana,2023,3,585232,palwal
haryana,2023,3,570001,rohtak
haryana,2023,1,3572322,gurugram
haryana,2023,1,2018956,faridabad
haryana,2023,1,846309,hisar
haryana,2023,1,764865,sonipat
haryana,2023,1,728428,rewari
haryana,2023,1,679052,panipat
haryana,2023,1,638547,karnal
haryana,2023,1,545862,jhajjar
haryana,2023,1,540064,palwal
haryana,2023,1,527046,rohtak
haryana,2022,2,3088176,gurugram
haryana,2022,2,1743764,faridabad
haryana,2022,2,727942,hisar
haryana,2022,2,661278,sonipat
haryana,2022,2,628614,rewari
haryana,2022,2,587006,panipat
haryana,2022,2,555939,karnal
haryana,2022,2,471357,jhajjar
haryana,2022,2,466861,palwal
haryana,2022,2,456537,rohtak
haryana,2022,3,3251792,gurugram
haryana,2022,3,1837594,faridabad
haryana,2022,3,766206,hisar
haryana,2022,3,697349,sonipat
haryana,2022,3,663418,rewari
haryana,2022,3,618937,panipat
haryana,2022,3,584928,karnal
haryana,2022,3,497580,jhajjar
haryana,2022,3,492837,palwal
haryana,2022,3,481082,rohtak
haryana,2022,4,3416098,gurugram
haryana,2022,4,1930743,faridabad
haryana,2022,4,801156,hisar
haryana,2022,4,731324,sonipat
haryana,2022,4,696113,rewari
haryana,2022,4,649292,panipat
haryana,2022,4,611868,karnal
haryana,2022,4,521692,jhajjar
haryana,2022,4,516553,palwal
haryana,2022,4,504058,rohtak
haryana,2022,1,2929873,gurugram
haryana,2022,1,1654074,faridabad
haryana,2022,1,689980,hisar
haryana,2022,1,626016,sonipat
haryana,2022,1,595001,rewari
haryana,2022,1,556104,panipat
haryana,2022,1,527415,karnal
haryana,2022,1,445888,jhajjar
haryana,2022,1,441872,palwal
haryana,2022,1,432623,rohtak
haryana,2019,2,1307319,gurugram
haryana,2019,2,716593,faridabad
haryana,2019,2,277720,hisar
haryana,2019,2,238349,rewari
haryana,2019,2,230883,sonipat
haryana,2019,2,208172,panipat
haryana,2019,2,204255,karnal
haryana,2019,2,169372,rohtak
haryana,2019,2,165665,palwal
haryana,2019,2,163468,sirsa
haryana,2019,3,1447473,gurugram
haryana,2019,3,792884,faridabad
haryana,2019,3,308179,hisar
haryana,2019,3,266893,rewari
haryana,2019,3,261554,sonipat
haryana,2019,3,235346,panipat
haryana,2019,3,230603,karnal
haryana,2019,3,190137,rohtak
haryana,2019,3,188217,palwal
haryana,2019,3,185095,jhajjar
haryana,2019,4,1574240,gurugram
haryana,2019,4,862595,faridabad
haryana,2019,4,339753,hisar
haryana,2019,4,294161,rewari
haryana,2019,4,291479,sonipat
haryana,2019,4,262435,panipat
haryana,2019,4,255280,karnal
haryana,2019,4,209750,rohtak
haryana,2019,4,209434,palwal
haryana,2019,4,206377,jhajjar
haryana,2019,1,1159832,gurugram
haryana,2019,1,634024,faridabad
haryana,2019,1,245236,hisar
haryana,2019,1,207051,rewari
haryana,2019,1,199593,sonipat
haryana,2019,1,181548,panipat
haryana,2019,1,177042,karnal
haryana,2019,1,147392,rohtak
haryana,2019,1,146936,sirsa
haryana,2019,1,141953,palwal
goa,2020,2,267533,north goa
goa,2020,2,163106,south goa
goa,2020,3,294195,north goa
goa,2020,3,180767,south goa
goa,2020,4,326479,north goa
goa,2020,4,201105,south goa
goa,2020,1,244309,north goa
goa,2020,1,147591,south goa
goa,2021,2,376703,north goa
goa,2021,2,232403,south goa
goa,2021,3,403952,north goa
goa,2021,3,249506,south goa
goa,2021,4,430814,north goa
goa,2021,4,266364,south goa
goa,2021,1,352593,north goa
goa,2021,1,217442,south goa
goa,2018,2,76192,north goa
goa,2018,2,45982,south goa
goa,2018,3,95307,north goa
goa,2018,3,58495,south goa
goa,2018,4,121001,north goa
goa,2018,4,74349,south goa
goa,2018,1,57769,north goa
goa,2018,1,34167,south goa
goa,2023,2,571111,north goa
goa,2023,2,354909,south goa
goa,2023,3,593176,north goa
goa,2023,3,368655,south goa
goa,2023,1,550554,north goa
goa,2023,1,341631,south goa
goa,2022,2,480353,north goa
goa,2022,2,297426,south goa
goa,2022,3,504946,north goa
goa,2022,3,312884,south goa
goa,2022,4,527826,north goa
goa,2022,4,327376,south goa
goa,2022,1,456250,north goa
goa,2022,1,282378,south goa
goa,2019,2,173002,north goa
goa,2019,2,105938,south goa
goa,2019,3,197361,north goa
goa,2019,3,119833,south goa
goa,2019,4,220385,north goa
goa,2019,4,133161,south goa
goa,2019,1,147802,north goa
goa,2019,1,90350,south goa
karnataka,2020,2,8028070,bengaluru urban
karnataka,2020,2,849149,belagavi
karnataka,2020,2,837003,mysuru
karnataka,2020,2,554235,dharwad
karnataka,2020,2,552123,tumakuru
karnataka,2020,2,543603,dakshina kannada
karnataka,2020,2,537204,ballari
karnataka,2020,2,496292,bengaluru rural
karnataka,2020,2,455786,kalaburagi
karnataka,2020,2,407483,vijayapura
karnataka,2020,3,8611452,bengaluru urban
karnataka,2020,3,951629,belagavi
karnataka,2020,3,923296,mysuru
karnataka,2020,3,618091,tumakuru
karnataka,2020,3,617552,dakshina kannada
karnataka,2020,3,608659,dharwad
karnataka,2020,3,595935,ballari
karnataka,2020,3,543893,bengaluru rural
karnataka,2020,3,507894,kalaburagi
karnataka,2020,3,458119,vijayapura
karnataka,2020,4,9286243,bengaluru urban
karnataka,2020,4,1051934,belagavi
karnataka,2020,4,1015945,mysuru
karnataka,2020,4,690826,dakshina kannada
karnataka,2020,4,682441,tumakuru
karnataka,2020,4,663973,dharwad
karnataka,2020,4,654751,ballari
karnataka,2020,4,593872,bengaluru rural
karnataka,2020,4,559718,kalaburagi
karnataka,2020,4,504403,vijayapura
karnataka,2020,1,7564577,bengaluru urban
karnataka,2020,1,764697,mysuru
karnataka,2020,1,746925,belagavi
karnataka,2020,1,502446,dharwad
karnataka,2020,1,488995,tumakuru
karnataka,2020,1,481992,dakshina kannada
karnataka,2020,1,481004,ballari
karnataka,2020,1,455608,bengaluru rural
karnataka,2020,1,402676,kalaburagi
karnataka,2020,1,361750,kolar
karnataka,2021,2,10604609,bengaluru urban
karnataka,2021,2,1213293,belagavi
karnataka,2021,2,1168608,mysuru
karnataka,2021,2,798331,dakshina kannada
karnataka,2021,2,790148,tumakuru
karnataka,2021,2,763441,dharwad
karnataka,2021,2,755860,ballari
karnataka,2021,2,684759,bengaluru rural
karnataka,2021,2,645639,kalaburagi
karnataka,2021,2,582278,vijayapura
karnataka,2021,3,11321012,bengaluru urban
karnataka,2021,3,1304051,belagavi
karnataka,2021,3,1250860,mysuru
karnataka,2021,3,855634,dakshina kannada
karnataka,2021,3,850678,tumakuru
karnataka,2021,3,818797,dharwad
karnataka,2021,3,814170,ballari
karnataka,2021,3,735551,bengaluru rural
karnataka,2021,3,694567,kalaburagi
karnataka,2021,3,627795,vijayapura
karnataka,2021,4,12038775,bengaluru urban
karnataka,2021,4,1393290,belagavi
karnataka,2021,4,1332579,mysuru
karnataka,2021,4,912133,dakshina kannada
karnataka,2021,4,909976,tumakuru
karnataka,2021,4,873847,dharwad
karnataka,2021,4,871581,ballari
karnataka,2021,4,785717,bengaluru rural
karnataka,2021,4,743146,kalaburagi
karnataka,2021,4,672340,vijayapura
karnataka,2021,1,9955387,bengaluru urban
karnataka,2021,1,1132987,belagavi
karnataka,2021,1,1094627,mysuru
karnataka,2021,1,746964,dakshina kannada
karnataka,2021,1,736609,tumakuru
karnataka,2021,1,714056,dharwad
karnataka,2021,1,705364,ballari
karnataka,2021,1,639890,bengaluru rural
karnataka,2021,1,602937,kalaburagi
karnataka,2021,1,543181,vijayapura
karnataka,2018,2,2553312,bengaluru urban
karnataka,2018,2,205044,mysuru
karnataka,2018,2,194698,belagavi
karnataka,2018,2,144884,dharwad
karnataka,2018,2,140995,ballari
karnataka,2018,2,121048,bengaluru rural
karnataka,2018,2,118271,dakshina kannada
karnataka,2018,2,116855,tumakuru
karnataka,2018,2,113205,kalaburagi
karnataka,2018,2,95448,vijayapura
karnataka,2018,3,3167597,bengaluru urban
karnataka,2018,3,262075,mysuru
karnataka,2018,3,252307,belagavi
karnataka,2018,3,181324,dharwad
karnataka,2018,3,177311,ballari
karnataka,2018,3,156268,bengaluru rural
karnataka,2018,3,154217,tumakuru
karnataka,2018,3,153231,dakshina kannada
karnataka,2018,3,145495,kalaburagi
karnataka,2018,3,124561,vijayapura
karnataka,2018,4,4126734,bengaluru urban
karnataka,2018,4,341636,mysuru
karnataka,2018,4,328102,belagavi
karnataka,2018,4,230679,dharwad
karnataka,2018,4,226336,ballari
karnataka,2018,4,209778,bengaluru rural
karnataka,2018,4,203805,tumakuru
karnataka,2018,4,202453,dakshina kannada
karnataka,2018,4,186668,kalaburagi
karnataka,2018,4,160346,vijayapura
karnataka,2018,1,1922368,bengaluru urban
karnataka,2018,1,150799,mysuru
karnataka,2018,1,140320,belagavi
karnataka,2018,1,106877,dharwad
karnataka,2018,1,103566,ballari
karnataka,2018,1,87955,bengaluru rural
karnataka,2018,1,87491,dakshina kannada
karnataka,2018,1,82955,tumakuru
karnataka,2018,1,81933,kalaburagi
karnataka,2018,1,68814,vijayapura
karnataka,2023,2,15812243,bengaluru urban
karnataka,2023,2,1857344,belagavi
karnataka,2023,2,1762422,mysuru
karnataka,2023,2,1217798,tumakuru
karnataka,2023,2,1203271,dakshina kannada
karnataka,2023,2,1176489,ballari
karnataka,2023,2,1163908,dharwad
karnataka,2023,2,1051872,bengaluru rural
karnataka,2023,2,994209,kalaburagi
karnataka,2023,2,903119,vijayapura
karnataka,2023,3,16382332,bengaluru urban
karnataka,2023,3,1932291,belagavi
karnataka,2023,3,1828718,mysuru
karnataka,2023,3,1266959,tumakuru
karnataka,2023,3,1248816,dakshina kannada
karnataka,2023,3,1225188,ballari
karnataka,2023,3,1209368,dharwad
karnataka,2023,3,1093777,bengaluru rural
karnataka,2023,3,1035286,kalaburagi
karnataka,2023,3,940972,vijayapura
karnataka,2023,1,15290372,bengaluru urban
karnataka,2023,1,1785167,belagavi
karnataka,2023,1,1698270,mysuru
karnataka,2023,1,1169009,tumakuru
karnataka,2023,1,1159914,dakshina kannada
karnataka,2023,1,1129725,ballari
karnataka,2023,1,1121054,dharwad
karnataka,2023,1,1012098,bengaluru rural
karnataka,2023,1,954489,kalaburagi
karnataka,2023,1,865920,vijayapura
karnataka,2022,2,13342916,bengaluru urban
karnataka,2022,2,1556041,belagavi
karnataka,2022,2,1482427,mysuru
karnataka,2022,2,1018947,tumakuru
karnataka,2022,2,1014820,dakshina kannada
karnataka,2022,2,977999,ballari
karnataka,2022,2,974500,dharwad
karnataka,2022,2,877678,bengaluru rural
karnataka,2022,2,831684,kalaburagi
karnataka,2022,2,753598,vijayapura
karnataka,2022,3,13997602,bengaluru urban
karnataka,2022,3,1635855,belagavi
karnataka,2022,3,1556384,mysuru
karnataka,2022,3,1070793,tumakuru
karnataka,2022,3,1065741,dakshina kannada
karnataka,2022,3,1030428,ballari
karnataka,2022,3,1024771,dharwad
karnataka,2022,3,924127,bengaluru rural
karnataka,2022,3,874282,kalaburagi
karnataka,2022,3,792750,vijayapura
karnataka,2022,4,14654455,bengaluru urban
karnataka,2022,4,1709145,belagavi
karnataka,2022,4,1627802,mysuru
karnataka,2022,4,1118547,tumakuru
karnataka,2022,4,1112661,dakshina kannada
karnataka,2022,4,1079558,ballari
karnataka,2022,4,1073312,dharwad
karnataka,2022,4,968384,bengaluru rural
karnataka,2022,4,913258,kalaburagi
karnataka,2022,4,828346,vijayapura
karnataka,2022,1,12707664,bengaluru urban
karnataka,2022,1,1477767,belagavi
karnataka,2022,1,1410095,mysuru
karnataka,2022,1,966743,tumakuru
karnataka,2022,1,965225,dakshina kannada
karnataka,2022,1,926458,ballari
karnataka,2022,1,925787,dharwad
karnataka,2022,1,833284,bengaluru rural
karnataka,2022,1,788989,kalaburagi
karnataka,2022,1,714643,vijayapura
karnataka,2019,2,5694165,bengaluru urban
karnataka,2019,2,517839,mysuru
karnataka,2019,2,492435,belagavi
karnataka,2019,2,342439,dharwad
karnataka,2019,2,330704,ballari
karnataka,2019,2,314610,bengaluru rural
karnataka,2019,2,312592,tumakuru
karnataka,2019,2,306684,dakshina kannada
karnataka,2019,2,267907,kalaburagi
karnataka,2019,2,240400,kolar
karnataka,2019,3,6383771,bengaluru urban
karnataka,2019,3,601068,mysuru
karnataka,2019,3,568340,belagavi
karnataka,2019,3,397243,dharwad
karnataka,2019,3,376264,ballari
karnataka,2019,3,366543,tumakuru
