State,Year,Quater,RegisteredUsers,Pincode
manipur,2020,2,32442,795004
manipur,2020,2,13115,795001
manipur,2020,2,10076,795138
manipur,2020,2,9675,795133
manipur,2020,2,8426,795103
manipur,2020,2,7522,795002
manipur,2020,2,7283,795008
manipur,2020,2,6862,795148
manipur,2020,2,6744,795149
manipur,2020,2,6572,795010
manipur,2020,3,37728,795004
manipur,2020,3,15470,795001
manipur,2020,3,12056,795138
manipur,2020,3,11530,795133
manipur,2020,3,10017,795103
manipur,2020,3,8812,795002
manipur,2020,3,8766,795008
manipur,2020,3,8207,795148
manipur,2020,3,8206,795149
manipur,2020,3,8105,795010
manipur,2020,4,41917,795004
manipur,2020,4,17273,795001
manipur,2020,4,13264,795138
manipur,2020,4,12893,795133
manipur,2020,4,11106,795103
manipur,2020,4,9845,795008
manipur,2020,4,9803,795002
manipur,2020,4,9237,795148
manipur,2020,4,9058,795149
manipur,2020,4,9055,795010
manipur,2020,1,28400,795004
manipur,2020,1,11267,795001
manipur,2020,1,8206,795138
manipur,2020,1,7649,795133
manipur,2020,1,6635,795103
manipur,2020,1,6376,795002
manipur,2020,1,6066,795008
manipur,2020,1,5614,795148
manipur,2020,1,5397,795010
manipur,2020,1,5197,795149
manipur,2021,2,48527,795004
manipur,2021,2,19987,795001
manipur,2021,2,15383,795138
manipur,2021,2,14912,795133
manipur,2021,2,12882,795103
manipur,2021,2,11401,795008
manipur,2021,2,11348,795002
manipur,2021,2,10740,795148
manipur,2021,2,10542,795010
manipur,2021,2,10473,795149
manipur,2021,3,52013,795004
manipur,2021,3,21440,795001
manipur,2021,3,16512,795138
manipur,2021,3,16112,795133
manipur,2021,3,13914,795103
manipur,2021,3,12242,795008
manipur,2021,3,12236,795002
manipur,2021,3,11534,795148
manipur,2021,3,11378,795010
manipur,2021,3,11323,795149
manipur,2021,4,55504,795004
manipur,2021,4,22870,795001
manipur,2021,4,17655,795138
manipur,2021,4,17290,795133
manipur,2021,4,14898,795103
manipur,2021,4,13103,795002
manipur,2021,4,13084,795008
manipur,2021,4,12351,795148
manipur,2021,4,12210,795010
manipur,2021,4,12180,795149
manipur,2021,1,45367,795004
manipur,2021,1,18706,795001
manipur,2021,1,14339,795138
manipur,2021,1,13896,795133
manipur,2021,1,12018,795103
manipur,2021,1,10659,795008
manipur,2021,1,10577,795002
manipur,2021,1,10038,795148
manipur,2021,1,9835,795010
manipur,2021,1,9752,795149
manipur,2018,2,8370,795004
manipur,2018,2,3001,795001
manipur,2018,2,2602,795138
manipur,2018,2,1893,795133
manipur,2018,2,1795,795130
manipur,2018,2,1775,795149
manipur,2018,2,1773,795008
manipur,2018,2,1728,795002
manipur,2018,2,1539,795148
manipur,2018,2,1516,795103
manipur,2018,3,10911,795004
manipur,2018,3,4101,795001
manipur,2018,3,3219,795138
manipur,2018,3,2534,795133
manipur,2018,3,2316,795002
manipur,2018,3,2279,795008
manipur,2018,3,2219,795103
manipur,2018,3,2128,795130
manipur,2018,3,2114,795149
manipur,2018,3,2056,795148
manipur,2018,4,14342,795004
manipur,2018,4,5526,795001
manipur,2018,4,4221,795138
manipur,2018,4,3508,795133
manipur,2018,4,3077,795002
manipur,2018,4,2985,795103
manipur,2018,4,2877,795008
manipur,2018,4,2734,795148
manipur,2018,4,2679,795149
manipur,2018,4,2549,795010
manipur,2018,1,5825,795004
manipur,2018,1,2063,795001
manipur,2018,1,1608,795138
manipur,2018,1,1230,795008
manipur,2018,1,1211,795133
manipur,2018,1,1189,795002
manipur,2018,1,1034,795130
manipur,2018,1,1034,795149
manipur,2018,1,970,795009
manipur,2018,1,948,795010
manipur,2023,2,73902,795004
manipur,2023,2,30512,795001
manipur,2023,2,23606,795138
manipur,2023,2,23177,795133
manipur,2023,2,20138,795103
manipur,2023,2,17664,795002
manipur,2023,2,17497,795008
manipur,2023,2,16688,795148
manipur,2023,2,16376,795010
manipur,2023,2,16351,795149
manipur,2023,3,76833,795004
manipur,2023,3,31726,795001
manipur,2023,3,24595,795138
manipur,2023,3,24154,795133
manipur,2023,3,20981,795103
manipur,2023,3,18360,795002
manipur,2023,3,18221,795008
manipur,2023,3,17393,795148
manipur,2023,3,17035,795010
manipur,2023,3,17026,795149
manipur,2023,1,71219,795004
manipur,2023,1,29381,795001
manipur,2023,1,22719,795138
manipur,2023,1,22153,795133
manipur,2023,1,19287,795103
manipur,2023,1,16940,795002
manipur,2023,1,16826,795008
manipur,2023,1,16007,795148
manipur,2023,1,15692,795149
manipur,2023,1,15662,795010
manipur,2022,2,61814,795004
manipur,2022,2,25501,795001
manipur,2022,2,19715,795138
manipur,2022,2,19429,795133
manipur,2022,2,16787,795103
manipur,2022,2,14709,795002
manipur,2022,2,14659,795008
manipur,2022,2,13885,795148
manipur,2022,2,13673,795010
manipur,2022,2,13652,795149
manipur,2022,3,65086,795004
manipur,2022,3,26851,795001
manipur,2022,3,20753,795138
manipur,2022,3,20419,795133
manipur,2022,3,17684,795103
manipur,2022,3,15491,795002
manipur,2022,3,15410,795008
manipur,2022,3,14636,795148
manipur,2022,3,14379,795149
manipur,2022,3,14377,795010
manipur,2022,4,68237,795004
manipur,2022,4,28149,795001
manipur,2022,4,21736,795138
manipur,2022,4,21231,795133
manipur,2022,4,18448,795103
manipur,2022,4,16213,795002
manipur,2022,4,16111,795008
manipur,2022,4,15321,795148
manipur,2022,4,15025,795149
manipur,2022,4,15009,795010
manipur,2022,1,58698,795004
manipur,2022,1,24200,795001
manipur,2022,1,18698,795138
manipur,2022,1,18416,795133
manipur,2022,1,15858,795103
manipur,2022,1,13936,795002
manipur,2022,1,13884,795008
manipur,2022,1,13156,795148
manipur,2022,1,12970,795010
manipur,2022,1,12932,795149
manipur,2019,2,19706,795004
manipur,2019,2,7662,795001
manipur,2019,2,5616,795138
manipur,2019,2,4966,795133
manipur,2019,2,4424,795002
manipur,2019,2,4265,795103
manipur,2019,2,3990,795008
manipur,2019,2,3777,795148
manipur,2019,2,3589,795149
manipur,2019,2,3558,795010
manipur,2019,3,22710,795004
manipur,2019,3,8963,795001
manipur,2019,3,6388,795138
manipur,2019,3,5752,795133
manipur,2019,3,5070,795002
manipur,2019,3,5001,795103
manipur,2019,3,4684,795008
manipur,2019,3,4254,795148
manipur,2019,3,4102,795010
manipur,2019,3,3974,795149
manipur,2019,4,25471,795004
manipur,2019,4,10002,795001
manipur,2019,4,7206,795138
manipur,2019,4,6672,795133
manipur,2019,4,5745,795103
manipur,2019,4,5696,795002
manipur,2019,4,5365,795008
manipur,2019,4,4925,795148
manipur,2019,4,4709,795010
manipur,2019,4,4512,795149
manipur,2019,1,16916,795004
manipur,2019,1,6562,795001
manipur,2019,1,4947,795138
manipur,2019,1,4247,795133
manipur,2019,1,3738,795002
manipur,2019,1,3612,795103
manipur,2019,1,3437,795008
manipur,2019,1,3259,795148
manipur,2019,1,3182,795149
manipur,2019,1,3025,795010
sikkim,2020,2,19227,737101
sikkim,2020,2,13610,737102
sikkim,2020,2,11915,737134
sikkim,2020,2,10447,737132
sikkim,2020,2,9160,737135
sikkim,2020,2,8958,737126
sikkim,2020,2,6822,737113
sikkim,2020,2,5833,737120
sikkim,2020,2,5749,737121
sikkim,2020,2,4938,737103
sikkim,2020,3,21525,737101
sikkim,2020,3,15094,737102
sikkim,2020,3,13624,737134
sikkim,2020,3,11586,737132
sikkim,2020,3,10222,737135
sikkim,2020,3,10158,737126
sikkim,2020,3,7782,737113
sikkim,2020,3,6733,737121
sikkim,2020,3,6342,737120
sikkim,2020,3,5456,737103
sikkim,2020,4,23744,737101
sikkim,2020,4,16577,737102
sikkim,2020,4,15077,737134
sikkim,2020,4,12638,737132
sikkim,2020,4,11350,737126
sikkim,2020,4,11169,737135
sikkim,2020,4,8583,737113
sikkim,2020,4,7474,737121
sikkim,2020,4,6926,737120
sikkim,2020,4,5977,737103
sikkim,2020,1,17139,737101
sikkim,2020,1,12201,737102
sikkim,2020,1,10222,737134
sikkim,2020,1,9292,737132
sikkim,2020,1,8051,737135
sikkim,2020,1,7462,737126
sikkim,2020,1,5869,737113
sikkim,2020,1,5305,737120
sikkim,2020,1,4720,737121
sikkim,2020,1,4434,737103
sikkim,2021,2,27441,737101
sikkim,2021,2,19098,737102
sikkim,2021,2,17409,737134
sikkim,2021,2,14618,737132
sikkim,2021,2,13159,737126
sikkim,2021,2,12879,737135
sikkim,2021,2,9970,737113
sikkim,2021,2,8689,737121
sikkim,2021,2,7948,737120
sikkim,2021,2,6915,737103
sikkim,2021,3,29396,737101
sikkim,2021,3,20468,737102
sikkim,2021,3,18740,737134
sikkim,2021,3,15682,737132
sikkim,2021,3,14145,737126
sikkim,2021,3,13811,737135
sikkim,2021,3,10760,737113
sikkim,2021,3,9361,737121
sikkim,2021,3,8604,737120
sikkim,2021,3,7436,737103
sikkim,2021,4,31343,737101
sikkim,2021,4,21810,737102
sikkim,2021,4,20001,737134
sikkim,2021,4,16715,737132
sikkim,2021,4,15175,737126
sikkim,2021,4,14764,737135
sikkim,2021,4,11524,737113
sikkim,2021,4,10012,737121
sikkim,2021,4,9245,737120
sikkim,2021,4,7965,737103
sikkim,2021,1,25663,737101
sikkim,2021,1,17843,737102
sikkim,2021,1,16236,737134
sikkim,2021,1,13649,737132
sikkim,2021,1,12273,737126
sikkim,2021,1,12017,737135
sikkim,2021,1,9258,737113
sikkim,2021,1,8095,737121
sikkim,2021,1,7423,737120
sikkim,2021,1,6443,737103
sikkim,2018,2,4767,737101
sikkim,2018,2,3632,737102
sikkim,2018,2,3280,737132
sikkim,2018,2,2541,737134
sikkim,2018,2,2447,737135
sikkim,2018,2,1652,737126
sikkim,2018,2,1495,737120
sikkim,2018,2,1414,737113
sikkim,2018,2,1257,737136
sikkim,2018,2,1181,737103
sikkim,2018,3,6302,737101
sikkim,2018,3,4818,737102
sikkim,2018,3,4053,737132
sikkim,2018,3,3387,737134
sikkim,2018,3,3199,737135
sikkim,2018,3,2325,737126
sikkim,2018,3,2052,737120
sikkim,2018,3,1970,737113
sikkim,2018,3,1626,737103
sikkim,2018,3,1612,737136
sikkim,2018,4,8184,737101
sikkim,2018,4,6096,737102
sikkim,2018,4,4951,737132
sikkim,2018,4,4401,737134
sikkim,2018,4,4040,737135
sikkim,2018,4,3058,737126
sikkim,2018,4,2748,737120
sikkim,2018,4,2604,737113
sikkim,2018,4,2161,737103
sikkim,2018,4,1980,737136
sikkim,2018,1,3490,737101
sikkim,2018,1,2643,737102
sikkim,2018,1,2313,737132
sikkim,2018,1,1769,737135
sikkim,2018,1,1743,737134
sikkim,2018,1,1175,737126
sikkim,2018,1,1019,737113
sikkim,2018,1,994,737120
sikkim,2018,1,931,737136
sikkim,2018,1,856,737103
sikkim,2023,2,41406,737101
sikkim,2023,2,28847,737102
sikkim,2023,2,26811,737134
sikkim,2023,2,22234,737132
sikkim,2023,2,20106,737126
sikkim,2023,2,19740,737135
sikkim,2023,2,15390,737113
sikkim,2023,2,13276,737121
sikkim,2023,2,12382,737120
sikkim,2023,2,10586,737103
sikkim,2023,3,42978,737101
sikkim,2023,3,29890,737102
sikkim,2023,3,27814,737134
sikkim,2023,3,23137,737132
sikkim,2023,3,20857,737126
sikkim,2023,3,20546,737135
sikkim,2023,3,16014,737113
sikkim,2023,3,13773,737121
sikkim,2023,3,12857,737120
sikkim,2023,3,10993,737103
sikkim,2023,1,39951,737101
sikkim,2023,1,27829,737102
sikkim,2023,1,25736,737134
sikkim,2023,1,21376,737132
sikkim,2023,1,19329,737126
sikkim,2023,1,18992,737135
sikkim,2023,1,14738,737113
sikkim,2023,1,12726,737121
sikkim,2023,1,11868,737120
sikkim,2023,1,10158,737103
sikkim,2022,2,34848,737101
sikkim,2022,2,24299,737102
sikkim,2022,2,22433,737134
sikkim,2022,2,18657,737132
sikkim,2022,2,16979,737126
sikkim,2022,2,16506,737135
sikkim,2022,2,13025,737113
sikkim,2022,2,11289,737121
sikkim,2022,2,10381,737120
sikkim,2022,2,8885,737103
sikkim,2022,3,36580,737101
sikkim,2022,3,25512,737102
sikkim,2022,3,23630,737134
sikkim,2022,3,19633,737132
sikkim,2022,3,17775,737126
sikkim,2022,3,17399,737135
sikkim,2022,3,13634,737113
sikkim,2022,3,11780,737121
sikkim,2022,3,10901,737120
sikkim,2022,3,9349,737103
sikkim,2022,4,38348,737101
sikkim,2022,4,26669,737102
sikkim,2022,4,24659,737134
sikkim,2022,4,20507,737132
sikkim,2022,4,18512,737126
sikkim,2022,4,18170,737135
sikkim,2022,4,14122,737113
sikkim,2022,4,12204,737121
sikkim,2022,4,11369,737120
sikkim,2022,4,9731,737103
sikkim,2022,1,33157,737101
sikkim,2022,1,23098,737102
sikkim,2022,1,21281,737134
sikkim,2022,1,17728,737132
sikkim,2022,1,16079,737126
sikkim,2022,1,15654,737135
sikkim,2022,1,12301,737113
sikkim,2022,1,10688,737121
sikkim,2022,1,9820,737120
sikkim,2022,1,8440,737103
sikkim,2019,2,11751,737101
sikkim,2019,2,8730,737102
sikkim,2019,2,6732,737132
sikkim,2019,2,6641,737134
sikkim,2019,2,5696,737135
sikkim,2019,2,4655,737126
sikkim,2019,2,3941,737120
sikkim,2019,2,3858,737113
sikkim,2019,2,3239,737103
sikkim,2019,2,2827,737121
sikkim,2019,3,13584,737101
sikkim,2019,3,9884,737102
sikkim,2019,3,7809,737134
sikkim,2019,3,7615,737132
sikkim,2019,3,6481,737135
sikkim,2019,3,5557,737126
sikkim,2019,3,4526,737113
sikkim,2019,3,4413,737120
sikkim,2019,3,3643,737103
sikkim,2019,3,3356,737121
sikkim,2019,4,15223,737101
sikkim,2019,4,11002,737102
sikkim,2019,4,8964,737134
sikkim,2019,4,8456,737132
sikkim,2019,4,7240,737135
sikkim,2019,4,6464,737126
sikkim,2019,4,5181,737113
sikkim,2019,4,4869,737120
sikkim,2019,4,3999,737103
sikkim,2019,4,3995,737121
sikkim,2019,1,9811,737101
sikkim,2019,1,7390,737102
sikkim,2019,1,5823,737132
sikkim,2019,1,5484,737134
sikkim,2019,1,4863,737135
sikkim,2019,1,3693,737126
sikkim,2019,1,3393,737120
sikkim,2019,1,3139,737113
sikkim,2019,1,2669,737103
sikkim,2019,1,2338,737136
haryana,2020,2,293479,122001
haryana,2020,2,239658,121004
haryana,2020,2,198248,121003
haryana,2020,2,190142,121001
haryana,2020,2,157703,122006
haryana,2020,2,154797,122002
haryana,2020,2,142490,121102
haryana,2020,2,136592,124001
haryana,2020,2,135535,123401
haryana,2020,2,127957,122004
haryana,2020,3,314031,122001
haryana,2020,3,261230,121004
haryana,2020,3,214022,121003
haryana,2020,3,205343,121001
haryana,2020,3,170596,122006
haryana,2020,3,165039,122002
haryana,2020,3,155722,121102
haryana,2020,3,149067,124001
haryana,2020,3,148188,123401
haryana,2020,3,138271,122004
haryana,2020,4,336803,122001
haryana,2020,4,283882,121004
haryana,2020,4,230786,121003
haryana,2020,4,221002,121001
haryana,2020,4,184356,122006
haryana,2020,4,176881,122002
haryana,2020,4,169232,121102
haryana,2020,4,161912,124001
haryana,2020,4,160526,123401
haryana,2020,4,150225,122004
haryana,2020,1,277400,122001
haryana,2020,1,220431,121004
haryana,2020,1,183564,121003
haryana,2020,1,177159,121001
haryana,2020,1,147672,122006
haryana,2020,1,146453,122002
haryana,2020,1,129418,121102
haryana,2020,1,126121,124001
haryana,2020,1,124071,123401
haryana,2020,1,120068,122004
haryana,2021,2,385555,122001
haryana,2021,2,328000,121004
haryana,2021,2,264861,121003
haryana,2021,2,254045,121001
haryana,2021,2,211281,122006
haryana,2021,2,201795,122002
haryana,2021,2,195621,121102
haryana,2021,2,186059,124001
haryana,2021,2,184718,123401
haryana,2021,2,173740,122004
haryana,2021,3,412737,122001
haryana,2021,3,352312,121004
haryana,2021,3,284042,121003
haryana,2021,3,272333,121001
haryana,2021,3,226097,122006
haryana,2021,3,215608,122002
haryana,2021,3,210637,121102
haryana,2021,3,199561,124001
haryana,2021,3,198439,123401
haryana,2021,3,186579,122004
haryana,2021,4,440178,122001
haryana,2021,4,376910,121004
haryana,2021,4,303566,121003
haryana,2021,4,290827,121001
haryana,2021,4,241050,122006
haryana,2021,4,229524,122002
haryana,2021,4,225645,121102
haryana,2021,4,213051,124001
haryana,2021,4,212046,123401
haryana,2021,4,199804,122004
haryana,2021,1,361360,122001
haryana,2021,1,306230,121004
haryana,2021,1,247955,121003
haryana,2021,1,237542,121001
haryana,2021,1,198022,122006
haryana,2021,1,189395,122002
haryana,2021,1,182342,121102
haryana,2021,1,173733,124001
haryana,2021,1,172665,123401
haryana,2021,1,162301,122004
haryana,2018,2,107275,122001
haryana,2018,2,69412,121004
haryana,2018,2,63458,121003
haryana,2018,2,56154,121001
haryana,2018,2,55528,122002
haryana,2018,2,54489,122006
haryana,2018,2,48721,124001
haryana,2018,2,44946,123401
haryana,2018,2,44764,122051
haryana,2018,2,41673,132001
haryana,2018,3,130847,122001
haryana,2018,3,86428,121004
haryana,2018,3,78699,121003
haryana,2018,3,71428,121001
haryana,2018,3,68873,122002
haryana,2018,3,67331,122006
haryana,2018,3,59016,124001
haryana,2018,3,54477,123401
haryana,2018,3,54363,122051
haryana,2018,3,50845,132001
haryana,2018,4,163556,122001
haryana,2018,4,117034,121004
haryana,2018,4,103920,121003
haryana,2018,4,101287,121001
haryana,2018,4,86547,122002
haryana,2018,4,85334,122006
haryana,2018,4,71218,124001
haryana,2018,4,67543,122051
haryana,2018,4,67235,123401
haryana,2018,4,64480,122004
haryana,2018,1,82656,122001
haryana,2018,1,52178,121004
haryana,2018,1,48088,121003
haryana,2018,1,42709,122002
haryana,2018,1,42454,122006
haryana,2018,1,42239,121001
haryana,2018,1,36966,124001
haryana,2018,1,34462,123401
haryana,2018,1,33437,122051
haryana,2018,1,31575,132001
haryana,2023,2,587988,122001
haryana,2023,2,509776,121004
haryana,2023,2,409084,121003
haryana,2023,2,389395,121001
haryana,2023,2,320750,122006
haryana,2023,2,304262,121102
haryana,2023,2,303350,122002
haryana,2023,2,285072,123401
haryana,2023,2,284505,124001
haryana,2023,2,272545,122004
haryana,2023,3,609934,122001
haryana,2023,3,529674,121004
haryana,2023,3,424936,121003
haryana,2023,3,404005,121001
haryana,2023,3,332314,122006
haryana,2023,3,316110,121102
haryana,2023,3,314298,122002
haryana,2023,3,296212,123401
haryana,2023,3,295520,124001
haryana,2023,3,283114,122004
haryana,2023,1,566889,122001
haryana,2023,1,490243,121004
haryana,2023,1,393759,121003
haryana,2023,1,374984,121001
haryana,2023,1,309366,122006
haryana,2023,1,292936,122002
haryana,2023,1,292301,121102
haryana,2023,1,274345,123401
haryana,2023,1,274341,124001
haryana,2023,1,262041,122004
haryana,2022,2,490709,122001
haryana,2022,2,422488,121004
haryana,2022,2,339295,121003
haryana,2022,2,324650,121001
haryana,2022,2,268387,122006
haryana,2022,2,255084,122002
haryana,2022,2,253094,121102
haryana,2022,2,237736,124001
haryana,2022,2,237454,123401
haryana,2022,2,224546,122004
haryana,2022,3,516313,122001
haryana,2022,3,445822,121004
haryana,2022,3,357581,121003
haryana,2022,3,341866,121001
haryana,2022,3,282229,122006
haryana,2022,3,267850,122002
haryana,2022,3,266955,121102
haryana,2022,3,250221,123401
haryana,2022,3,250178,124001
haryana,2022,3,237160,122004
haryana,2022,4,542209,122001
haryana,2022,4,468607,121004
haryana,2022,4,376201,121003
haryana,2022,4,358891,121001
haryana,2022,4,296184,122006
haryana,2022,4,280688,122002
haryana,2022,4,279801,121102
haryana,2022,4,262578,124001
haryana,2022,4,262455,123401
haryana,2022,4,249924,122004
haryana,2022,1,465984,122001
haryana,2022,1,400283,121004
haryana,2022,1,321859,121003
haryana,2022,1,308144,121001
haryana,2022,1,255061,122006
haryana,2022,1,242575,122002
haryana,2022,1,239809,121102
haryana,2022,1,225735,124001
haryana,2022,1,225100,123401
haryana,2022,1,212387,122004
haryana,2019,2,217913,122001
haryana,2019,2,164350,121004
haryana,2019,2,141046,121003
haryana,2019,2,138083,121001
haryana,2019,2,115060,122002
haryana,2019,2,114395,122006
haryana,2019,2,94885,124001
haryana,2019,2,93648,121102
haryana,2019,2,92297,123401
haryana,2019,2,90453,122051
haryana,2019,3,239679,122001
haryana,2019,3,182786,121004
haryana,2019,3,155581,121003
haryana,2019,3,152399,121001
haryana,2019,3,126886,122002
haryana,2019,3,126740,122006
haryana,2019,3,106171,121102
haryana,2019,3,105974,124001
haryana,2019,3,103749,123401
haryana,2019,3,99827,122004
haryana,2019,4,258880,122001
haryana,2019,4,201072,121004
haryana,2019,4,169105,121003
haryana,2019,4,164555,121001
haryana,2019,4,137295,122006
haryana,2019,4,136781,122002
haryana,2019,4,117172,121102
haryana,2019,4,115727,124001
haryana,2019,4,113575,123401
haryana,2019,4,109845,122004
haryana,2019,1,194366,122001
haryana,2019,1,144318,121004
haryana,2019,1,125626,121003
haryana,2019,1,122040,121001
haryana,2019,1,102287,122002
haryana,2019,1,101815,122006
haryana,2019,1,83228,124001
haryana,2019,1,81253,122051
haryana,2019,1,80409,121102
haryana,2019,1,80255,123401
goa,2020,2,24693,403001
goa,2020,2,24596,403601
goa,2020,2,24526,403516
goa,2020,2,22379,403401
goa,2020,2,18333,403507
goa,2020,2,17947,403722
goa,2020,2,17824,403802
goa,2020,2,13409,403521
goa,2020,2,11037,403512
goa,2020,2,10353,403515
goa,2020,3,27208,403601
goa,2020,3,26737,403001
goa,2020,3,26198,403516
goa,2020,3,24797,403401
goa,2020,3,20441,403507
goa,2020,3,19674,403802
goa,2020,3,19552,403722
goa,2020,3,14524,403521
goa,2020,3,12307,403512
goa,2020,3,11111,403515
goa,2020,4,30363,403601
goa,2020,4,29484,403001
goa,2020,4,28745,403516
goa,2020,4,27577,403401
goa,2020,4,22919,403507
goa,2020,4,21866,403802
goa,2020,4,21365,403722
goa,2020,4,16004,403521
goa,2020,4,13802,403512
goa,2020,4,12169,403515
goa,2020,1,23160,403516
goa,2020,1,22905,403001
goa,2020,1,22252,403601
goa,2020,1,20276,403401
goa,2020,1,16611,403722
goa,2020,1,16487,403507
goa,2020,1,16084,403802
goa,2020,1,12266,403521
goa,2020,1,9989,403512
goa,2020,1,9727,403515
goa,2021,2,35016,403601
goa,2021,2,33753,403001
goa,2021,2,33166,403516
goa,2021,2,31770,403401
goa,2021,2,26546,403507
goa,2021,2,25160,403802
goa,2021,2,24578,403722
goa,2021,2,18403,403521
goa,2021,2,16035,403512
goa,2021,2,13992,403515
goa,2021,3,37507,403601
goa,2021,3,36113,403001
goa,2021,3,35395,403516
goa,2021,3,34083,403401
goa,2021,3,28444,403507
goa,2021,3,26955,403802
goa,2021,3,26342,403722
goa,2021,3,19690,403521
goa,2021,3,17249,403512
goa,2021,3,14917,403515
goa,2021,4,39985,403601
goa,2021,4,38489,403001
goa,2021,4,37615,403516
goa,2021,4,36388,403401
goa,2021,4,30339,403507
goa,2021,4,28748,403802
goa,2021,4,28215,403722
goa,2021,4,20963,403521
goa,2021,4,18476,403512
goa,2021,4,15851,403515
goa,2021,1,32812,403601
goa,2021,1,31639,403001
goa,2021,1,31109,403516
goa,2021,1,29759,403401
goa,2021,1,24789,403507
goa,2021,1,23590,403802
goa,2021,1,23019,403722
goa,2021,1,17278,403521
goa,2021,1,15009,403512
goa,2021,1,13117,403515
goa,2018,2,8301,403516
goa,2018,2,7089,403001
goa,2018,2,6974,403601
goa,2018,2,6685,403401
goa,2018,2,5343,403722
goa,2018,2,5119,403802
goa,2018,2,4991,403507
goa,2018,2,3804,403521
goa,2018,2,3277,403515
goa,2018,2,3077,403509
goa,2018,3,9997,403516
goa,2018,3,8932,403001
goa,2018,3,8721,403601
goa,2018,3,8256,403401
goa,2018,3,7084,403722
goa,2018,3,6453,403802
goa,2018,3,6272,403507
goa,2018,3,4797,403521
goa,2018,3,4153,403515
goa,2018,3,3775,403801
goa,2018,4,12486,403516
goa,2018,4,11471,403001
goa,2018,4,10977,403601
goa,2018,4,10356,403401
goa,2018,4,9148,403722
goa,2018,4,8151,403802
goa,2018,4,7980,403507
goa,2018,4,6106,403521
goa,2018,4,5194,403515
goa,2018,4,4753,403509
goa,2018,1,6466,403516
goa,2018,1,5251,403601
goa,2018,1,5240,403001
goa,2018,1,5138,403401
goa,2018,1,3850,403802
goa,2018,1,3844,403722
goa,2018,1,3831,403507
goa,2018,1,2841,403521
goa,2018,1,2443,403515
goa,2018,1,2386,403509
goa,2023,2,52926,403601
goa,2023,2,50691,403001
goa,2023,2,49202,403516
goa,2023,2,48492,403401
goa,2023,2,40331,403507
goa,2023,2,38360,403802
goa,2023,2,38166,403722
goa,2023,2,27648,403521
goa,2023,2,24698,403512
goa,2023,2,20746,403515
goa,2023,3,54900,403601
goa,2023,3,52510,403001
goa,2023,3,51006,403516
goa,2023,3,50416,403401
goa,2023,3,41891,403507
goa,2023,3,39799,403802
goa,2023,3,39670,403722
goa,2023,3,28680,403521
goa,2023,3,25682,403512
goa,2023,3,21511,403515
goa,2023,1,51090,403601
goa,2023,1,49009,403001
goa,2023,1,47604,403516
goa,2023,1,46716,403401
goa,2023,1,38878,403507
goa,2023,1,36991,403802
goa,2023,1,36725,403722
goa,2023,1,26694,403521
goa,2023,1,23734,403512
goa,2023,1,20070,403515
goa,2022,2,44524,403601
goa,2022,2,42745,403001
goa,2022,2,41711,403516
goa,2022,2,40592,403401
goa,2022,2,33849,403507
goa,2022,2,32057,403802
goa,2022,2,31588,403722
goa,2022,2,23291,403521
goa,2022,2,20688,403512
goa,2022,2,17575,403515
goa,2022,3,46781,403601
goa,2022,3,44871,403001
goa,2022,3,43715,403516
goa,2022,3,42722,403401
goa,2022,3,35584,403507
goa,2022,3,33724,403802
goa,2022,3,33341,403722
goa,2022,3,24473,403521
goa,2022,3,21788,403512
goa,2022,3,18401,403515
goa,2022,4,49007,403601
goa,2022,4,46997,403001
goa,2022,4,45745,403516
goa,2022,4,44729,403401
goa,2022,4,37261,403507
goa,2022,4,35405,403802
goa,2022,4,35057,403722
goa,2022,4,25628,403521
goa,2022,4,22733,403512
goa,2022,4,19246,403515
goa,2022,1,42284,403601
goa,2022,1,40658,403001
goa,2022,1,39737,403516
goa,2022,1,38530,403401
goa,2022,1,32152,403507
goa,2022,1,30460,403802
goa,2022,1,29946,403722
goa,2022,1,22153,403521
goa,2022,1,19621,403512
goa,2022,1,16746,403515
goa,2019,2,17020,403516
goa,2019,2,16546,403001
goa,2019,2,15906,403601
goa,2019,2,14462,403401
goa,2019,2,12443,403722
goa,2019,2,11642,403802
goa,2019,2,11602,403507
goa,2019,2,8708,403521
goa,2019,2,7164,403515
goa,2019,2,6805,403512
goa,2019,3,19191,403516
goa,2019,3,18952,403001
goa,2019,3,18205,403601
goa,2019,3,16425,403401
goa,2019,3,13795,403722
goa,2019,3,13252,403507
goa,2019,3,13185,403802
goa,2019,3,10022,403521
goa,2019,3,8059,403515
goa,2019,3,7853,403512
goa,2019,4,21230,403516
goa,2019,4,20952,403001
goa,2019,4,20128,403601
goa,2019,4,18284,403401
goa,2019,4,15231,403722
goa,2019,4,14800,403507
goa,2019,4,14490,403802
goa,2019,4,11139,403521
goa,2019,4,8917,403515
goa,2019,4,8854,403512
goa,2019,1,15021,403516
goa,2019,1,14063,403001
goa,2019,1,13406,403601
goa,2019,1,12431,403401
goa,2019,1,11012,403722
goa,2019,1,9859,403802
goa,2019,1,9777,403507
goa,2019,1,7471,403521
goa,2019,1,6247,403515
goa,2019,1,5763,403512
karnataka,2020,2,351484,560068
karnataka,2020,2,247869,560078
karnataka,2020,2,237431,560076
karnataka,2020,2,211500,560100
karnataka,2020,2,210439,560037
karnataka,2020,2,203567,560043
karnataka,2020,2,199801,560058
karnataka,2020,2,198570,560091
karnataka,2020,2,181350,560064
karnataka,2020,2,179770,560079
karnataka,2020,3,373446,560068
