State,Year,Quater,metric_amount,metric_count,metric_type
gujarat,2020,1,1568995164.3641589,922982,bhavnagar district
gujarat,2020,1,460302222.98997164,285216,junagadh district
gujarat,2020,1,2067093335.3061204,1294012,mahesana district
gujarat,2020,1,49248105.103593506,40179,the dangs district
gujarat,2020,1,955217779.7992296,639593,kheda district
gujarat,2020,1,13770083573.568459,6801887,surat district
gujarat,2020,1,201808374.9385136,100021,porbandar district
gujarat,2020,1,3378567424.980505,2337267,gandhinagar district
gujarat,2020,1,704353748.9369581,448015,panch mahals district
gujarat,2020,1,192670611.26835415,125838,narmada district
gujarat,2020,1,492504287.9957706,270678,gir somnath district
gujarat,2020,1,2197272850.2289653,1342508,valsad district
gujarat,2020,1,257181105.77228773,154457,mahisagar district
gujarat,2020,1,998959107.0451574,641078,sabar kantha district
gujarat,2020,1,303751079.8885932,204716,tapi district
gujarat,2020,1,5791008308.342354,3398524,vadodara district
gujarat,2020,1,2718891067.533261,1429235,banas kantha district
gujarat,2020,1,539247006.6461108,327785,amreli district
gujarat,2020,1,35559467147.63747,17950876,ahmadabad district
gujarat,2020,1,449704484.81976056,238828,dohad district
gujarat,2020,1,632587167.9854003,434441,navsari district
gujarat,2020,1,871002993.2617927,594745,patan district
gujarat,2020,1,2617080218.9794,1305996,kachchh district
gujarat,2020,1,680689639.4884843,421057,surendranagar district
gujarat,2020,1,669117520.7466867,358952,morbi district
gujarat,2021,2,3014631897.6682367,1711394,anand district
gujarat,2021,2,2206347098.925128,1155054,jamnagar district
gujarat,2021,2,738788439.0915308,333279,devbhumi dwarka district
gujarat,2021,2,5707346831.237131,2675842,rajkot district
gujarat,2021,2,1683647671.7291918,847681,aravallis district
gujarat,2021,2,540185404.7441366,275873,chhotaudepur district
gujarat,2021,2,1280565807.277298,550313,botad district
gujarat,2021,2,6464930552.559841,3937665,bharuch district
gujarat,2021,2,3448497365.237627,1660432,bhavnagar district
gujarat,2021,2,1487953525.5343559,700286,junagadh district
gujarat,2021,2,6292779692.204142,3118685,mahesana district
gujarat,2021,2,157878766.4304675,105158,the dangs district
gujarat,2021,2,2503386769.0668764,1362561,kheda district
gujarat,2021,2,30756115155.739143,15230233,surat district
gujarat,2021,2,558446703.6568799,227413,porbandar district
gujarat,2021,2,7835004938.194845,4552010,gandhinagar district
gujarat,2021,2,2245183337.229858,1214442,panch mahals district
gujarat,2021,2,534890391.66917926,332174,narmada district
gujarat,2021,2,1686621125.0672534,746122,gir somnath district
gujarat,2021,2,5434041159.757242,3236626,valsad district
gujarat,2021,2,744153750.2746319,364905,mahisagar district
gujarat,2021,2,3248644724.13906,1659480,sabar kantha district
gujarat,2021,2,1327829881.8383355,814911,tapi district
gujarat,2021,2,12902554421.650602,7847805,vadodara district
gujarat,2021,2,8286069195.93278,3648428,banas kantha district
gujarat,2021,2,1524494293.670391,659562,amreli district
gujarat,2021,2,79437951666.15146,44173046,ahmadabad district
gujarat,2021,2,1556292873.7368991,693945,dohad district
gujarat,2021,2,2197674429.667848,1296111,navsari district
gujarat,2021,2,2811156126.4368644,1384484,patan district
gujarat,2021,2,7040086478.344803,3268191,kachchh district
gujarat,2021,2,2066433661.8066688,1029627,surendranagar district
gujarat,2021,2,2441470415.445466,1027658,morbi district
gujarat,2021,3,3900508554.1397376,2268123,anand district
gujarat,2021,3,2841962054.6034217,1546406,jamnagar district
gujarat,2021,3,960353473.0403948,418822,devbhumi dwarka district
gujarat,2021,3,7726777654.637352,3586356,rajkot district
gujarat,2021,3,2034322149.7296264,1072139,aravallis district
gujarat,2021,3,611013838.0899625,319271,chhotaudepur district
gujarat,2021,3,1847036989.381681,775124,botad district
gujarat,2021,3,8322570348.519125,5280607,bharuch district
gujarat,2021,3,4470254984.23804,2001668,bhavnagar district
gujarat,2021,3,1786079501.4768844,833587,junagadh district
gujarat,2021,3,8371811502.22802,4085272,mahesana district
gujarat,2021,3,220242754.8697721,142421,the dangs district
gujarat,2021,3,3172710752.9721527,1748901,kheda district
gujarat,2021,3,40838608900.13971,21214459,surat district
gujarat,2021,3,690810567.5533752,275154,porbandar district
gujarat,2021,3,10546315790.961113,6318239,gandhinagar district
gujarat,2021,3,2762752529.1230626,1549556,panch mahals district
gujarat,2021,3,730606768.6161022,446278,narmada district
gujarat,2021,3,2047248878.9171567,912616,gir somnath district
gujarat,2021,3,7173200940.388832,4434194,valsad district
gujarat,2021,3,893324969.8932046,442046,mahisagar district
gujarat,2021,3,3945628260.6717844,2129127,sabar kantha district
gujarat,2021,3,1621047025.5570326,1010949,tapi district
gujarat,2021,3,16336422910.897554,10555446,vadodara district
gujarat,2021,3,11302732744.859072,4877149,banas kantha district
gujarat,2021,3,2030095872.7498639,880856,amreli district
gujarat,2021,3,101760598132.07088,58611265,ahmadabad district
gujarat,2021,3,1953033067.4008594,924227,dohad district
gujarat,2021,3,2845342547.406067,1703437,navsari district
gujarat,2021,3,3735782880.347761,1805160,patan district
gujarat,2021,3,9001941152.864368,4378602,kachchh district
gujarat,2021,3,2671069363.2201557,1292951,surendranagar district
gujarat,2021,3,3472418252.020602,1407999,morbi district
gujarat,2021,4,4901381738.859557,2754485,anand district
gujarat,2021,4,3573928284.546256,1892202,jamnagar district
gujarat,2021,4,1236361450.5936007,508824,devbhumi dwarka district
gujarat,2021,4,9808446763.924477,4398724,rajkot district
gujarat,2021,4,2813603551.6262503,1389157,aravallis district
gujarat,2021,4,776880205.8316607,399985,chhotaudepur district
gujarat,2021,4,2347736165.7165422,981895,botad district
gujarat,2021,4,10647007113.465914,6671068,bharuch district
gujarat,2021,4,5912161062.19894,2503192,bhavnagar district
gujarat,2021,4,2439626368.4466143,1067289,junagadh district
gujarat,2021,4,10719744656.891113,5022604,mahesana district
gujarat,2021,4,266936831.3250107,175673,the dangs district
gujarat,2021,4,3982871287.806916,2115182,kheda district
gujarat,2021,4,51244301661.33562,26358525,surat district
gujarat,2021,4,922030259.8507378,334768,porbandar district
gujarat,2021,4,13063535935.917791,7658806,gandhinagar district
gujarat,2021,4,3527540820.947919,1950412,panch mahals district
gujarat,2021,4,905726392.7486008,547754,narmada district
gujarat,2021,4,2747773641.937811,1171670,gir somnath district
gujarat,2021,4,9554286592.777279,5798487,valsad district
gujarat,2021,4,1204459443.933492,559971,mahisagar district
gujarat,2021,4,5247467974.524677,2653416,sabar kantha district
gujarat,2021,4,2146758330.3483467,1283905,tapi district
gujarat,2021,4,20051547592.844345,12675332,vadodara district
gujarat,2021,4,14662295530.137415,6396725,banas kantha district
gujarat,2021,4,2596504411.041504,1108699,amreli district
gujarat,2021,4,124559345468.31937,70075885,ahmadabad district
gujarat,2021,4,2565405628.4936953,1212646,dohad district
gujarat,2021,4,3782948232.168639,2220944,navsari district
gujarat,2021,4,4836124445.336521,2293931,patan district
gujarat,2021,4,11281039516.16741,5470337,kachchh district
gujarat,2021,4,3524100667.2871084,1571774,surendranagar district
gujarat,2021,4,4532702026.275787,1763058,morbi district
gujarat,2021,1,2723181548.9945545,1585982,anand district
gujarat,2021,1,1894971999.4394412,899501,jamnagar district
gujarat,2021,1,630081190.7413921,263772,devbhumi dwarka district
gujarat,2021,1,5057583315.413301,2278417,rajkot district
gujarat,2021,1,1314732516.1866503,655695,aravallis district
gujarat,2021,1,452389275.3974223,225606,chhotaudepur district
gujarat,2021,1,798953588.0229607,367267,botad district
gujarat,2021,1,5756013890.9055805,3420929,bharuch district
gujarat,2021,1,3264511506.595693,1446583,bhavnagar district
gujarat,2021,1,1204237180.1488335,543809,junagadh district
gujarat,2021,1,5454846785.509393,2587041,mahesana district
gujarat,2021,1,130412216.08515008,83737,the dangs district
gujarat,2021,1,2180336937.401629,1165033,kheda district
gujarat,2021,1,28261722802.552788,13429789,surat district
gujarat,2021,1,466162975.4066367,184436,porbandar district
gujarat,2021,1,7290530767.260056,4275528,gandhinagar district
gujarat,2021,1,1849730326.470284,976434,panch mahals district
gujarat,2021,1,479844444.1932763,268489,narmada district
gujarat,2021,1,1368653768.466436,575287,gir somnath district
gujarat,2021,1,4775335083.735588,2745663,valsad district
gujarat,2021,1,582703615.8071253,280340,mahisagar district
gujarat,2021,1,2620770589.4913707,1357102,sabar kantha district
gujarat,2021,1,1114541037.7686372,612570,tapi district
gujarat,2021,1,11925964623.063154,7191021,vadodara district
gujarat,2021,1,6883945517.865922,2927080,banas kantha district
gujarat,2021,1,1123115019.4190373,513706,amreli district
gujarat,2021,1,68688129153.575096,36857358,ahmadabad district
gujarat,2021,1,1226581747.5402272,548628,dohad district
gujarat,2021,1,1773256368.3156428,1022239,navsari district
gujarat,2021,1,2425828408.868511,1165681,patan district
gujarat,2021,1,6036765372.934219,2664604,kachchh district
gujarat,2021,1,1725777306.55805,806962,surendranagar district
gujarat,2021,1,2219169833.3171697,848276,morbi district
gujarat,2018,2,276029311.7785317,200941,anand district
gujarat,2018,2,254032915.575365,157949,jamnagar district
gujarat,2018,2,60261359.43473798,39911,devbhumi dwarka district
gujarat,2018,2,465751106.6448111,283913,rajkot district
gujarat,2018,2,79068918.37969582,68943,aravallis district
gujarat,2018,2,23911236.19560639,18298,chhotaudepur district
gujarat,2018,2,50785993.514899634,73201,botad district
gujarat,2018,2,428830769.63445514,289862,bharuch district
gujarat,2018,2,265850891.74358374,253332,bhavnagar district
gujarat,2018,2,100127668.88866127,71257,junagadh district
gujarat,2018,2,362586915.57954156,286014,mahesana district
gujarat,2018,2,8648152.66921072,7935,the dangs district
gujarat,2018,2,159527232.77717692,140355,kheda district
gujarat,2018,2,2189526110.381512,1310963,surat district
gujarat,2018,2,41711067.45966727,23157,porbandar district
gujarat,2018,2,522133969.7111994,315542,gandhinagar district
gujarat,2018,2,109582248.60360782,98663,panch mahals district
gujarat,2018,2,27318715.13639736,22076,narmada district
gujarat,2018,2,88369182.13478208,62910,gir somnath district
gujarat,2018,2,330877194.1001264,233931,valsad district
gujarat,2018,2,51572265.8950537,36682,mahisagar district
gujarat,2018,2,166288136.40124303,129122,sabar kantha district
gujarat,2018,2,49495860.353384465,40069,tapi district
gujarat,2018,2,975136493.2075567,528893,vadodara district
gujarat,2018,2,362168353.1498716,307928,banas kantha district
gujarat,2018,2,115377054.70731172,82377,amreli district
gujarat,2018,2,3307127930.439745,1809774,ahmadabad district
gujarat,2018,2,75876261.77400178,47285,dohad district
gujarat,2018,2,335776476.8000446,200818,navsari district
gujarat,2018,2,146904618.1339515,135797,patan district
gujarat,2018,2,494142161.98879945,287874,kachchh district
gujarat,2018,2,123903699.15787673,102043,surendranagar district
gujarat,2018,2,113984499.28873283,77918,morbi district
gujarat,2018,3,429055975.57140917,323633,anand district
gujarat,2018,3,332432425.1878123,205815,jamnagar district
gujarat,2018,3,93593822.44966702,52981,devbhumi dwarka district
gujarat,2018,3,650585707.9949487,402342,rajkot district
gujarat,2018,3,116101548.31975947,104593,aravallis district
gujarat,2018,3,36129430.11672479,24361,chhotaudepur district
gujarat,2018,3,102025353.5677173,144375,botad district
gujarat,2018,3,695864170.869137,480222,bharuch district
gujarat,2018,3,397576856.46584713,374470,bhavnagar district
gujarat,2018,3,122475986.0396744,81925,junagadh district
gujarat,2018,3,561504997.461841,464894,mahesana district
gujarat,2018,3,9424631.491985487,10218,the dangs district
gujarat,2018,3,246457729.21617603,206410,kheda district
gujarat,2018,3,3203734473.971199,1899586,surat district
gujarat,2018,3,57638931.54277685,30518,porbandar district
gujarat,2018,3,791502891.3922588,479518,gandhinagar district
gujarat,2018,3,163521220.9212614,126887,panch mahals district
gujarat,2018,3,40376011.08215976,30132,narmada district
gujarat,2018,3,129249889.99994646,122507,gir somnath district
gujarat,2018,3,511548024.0492444,342131,valsad district
gujarat,2018,3,54644809.422828116,36935,mahisagar district
gujarat,2018,3,231377990.30344963,159109,sabar kantha district
gujarat,2018,3,65631763.76663714,47427,tapi district
gujarat,2018,3,1452835059.4761379,773456,vadodara district
gujarat,2018,3,532922632.75609964,396566,banas kantha district
gujarat,2018,3,174828237.91726425,123454,amreli district
gujarat,2018,3,4740981792.133425,2600288,ahmadabad district
gujarat,2018,3,111486621.62173408,88911,dohad district
gujarat,2018,3,444074057.64377546,264465,navsari district
gujarat,2018,3,262983521.00512958,274613,patan district
gujarat,2018,3,764023467.8126487,421411,kachchh district
gujarat,2018,3,167911866.77367234,126809,surendranagar district
gujarat,2018,3,171902527.9310693,113187,morbi district
gujarat,2018,4,621490811.2507999,409783,anand district
gujarat,2018,4,456876624.34410954,254856,jamnagar district
gujarat,2018,4,130226108.73706305,69269,devbhumi dwarka district
gujarat,2018,4,879868564.9668198,472933,rajkot district
gujarat,2018,4,167858449.1970446,113023,aravallis district
gujarat,2018,4,58265012.87716615,39167,chhotaudepur district
gujarat,2018,4,118512861.02892525,116616,botad district
gujarat,2018,4,1036812125.2621627,603122,bharuch district
gujarat,2018,4,575505679.8186091,439954,bhavnagar district
gujarat,2018,4,187291563.97802573,112596,junagadh district
gujarat,2018,4,758586454.1320899,529470,mahesana district
gujarat,2018,4,15606240.627526935,13830,the dangs district
gujarat,2018,4,339198462.57013136,249181,kheda district
gujarat,2018,4,4270243993.924238,2225031,surat district
gujarat,2018,4,81446556.1063475,37241,porbandar district
gujarat,2018,4,1143266870.1325016,693588,gandhinagar district
gujarat,2018,4,242488493.74769223,171008,panch mahals district
gujarat,2018,4,67996133.59784442,45497,narmada district
gujarat,2018,4,188801796.29554066,111341,gir somnath district
gujarat,2018,4,753128666.5596428,468363,valsad district
gujarat,2018,4,97344184.68192157,54204,mahisagar district
gujarat,2018,4,324435340.69529986,221346,sabar kantha district
gujarat,2018,4,101456950.93813746,67133,tapi district
gujarat,2018,4,2063816597.5452976,1047381,vadodara district
gujarat,2018,4,758278914.52389,529655,banas kantha district
gujarat,2018,4,264690195.61403865,158887,amreli district
gujarat,2018,4,6515656157.237562,3990090,ahmadabad district
gujarat,2018,4,153961246.76764563,81195,dohad district
gujarat,2018,4,581253728.2501203,325071,navsari district
gujarat,2018,4,312693116.5895891,237077,patan district
gujarat,2018,4,1068486738.7583004,537116,kachchh district
gujarat,2018,4,237579417.08447012,169568,surendranagar district
gujarat,2018,4,257863044.94200054,138711,morbi district
gujarat,2018,1,181858557.89906442,166658,anand district
gujarat,2018,1,166162325.33642912,121341,jamnagar district
gujarat,2018,1,38615229.59304487,30538,devbhumi dwarka district
gujarat,2018,1,296803513.7880937,219190,rajkot district
gujarat,2018,1,41323327.901426904,55016,aravallis district
gujarat,2018,1,13597431.644077772,12962,chhotaudepur district
gujarat,2018,1,30496629.095891375,50541,botad district
gujarat,2018,1,249246117.13529772,210073,bharuch district
gujarat,2018,1,171495425.58982483,182948,bhavnagar district
gujarat,2018,1,69940293.0266568,56897,junagadh district
gujarat,2018,1,213031001.6165129,227748,mahesana district
gujarat,2018,1,4783138.826001479,5441,the dangs district
gujarat,2018,1,94652160.87215446,104154,kheda district
gujarat,2018,1,1346833710.5223997,983723,surat district
gujarat,2018,1,28254689.482644804,16381,porbandar district
gujarat,2018,1,318002413.6906459,237393,gandhinagar district
gujarat,2018,1,65556534.78851059,86317,panch mahals district
gujarat,2018,1,15120948.428387363,13920,narmada district
gujarat,2018,1,50970540.98586127,49292,gir somnath district
gujarat,2018,1,191337866.46684927,168659,valsad district
gujarat,2018,1,24228879.819740117,25888,mahisagar district
gujarat,2018,1,88114407.80209638,105266,sabar kantha district
gujarat,2018,1,30555640.68796905,29217,tapi district
gujarat,2018,1,604645570.2100984,387998,vadodara district
gujarat,2018,1,197883270.2126429,237457,banas kantha district
gujarat,2018,1,75032118.59542929,66032,amreli district
gujarat,2018,1,2153123692.1028624,1436152,ahmadabad district
gujarat,2018,1,45587112.10032356,39278,dohad district
gujarat,2018,1,229707588.71710333,159975,navsari district
gujarat,2018,1,81974812.41577709,105705,patan district
gujarat,2018,1,316933354.7930958,217912,kachchh district
gujarat,2018,1,71735564.99080022,80486,surendranagar district
gujarat,2018,1,70378385.89627899,58217,morbi district
gujarat,2023,2,9203602342.0,5851772,anand district
gujarat,2023,2,7701542445.0,5521568,jamnagar district
gujarat,2023,2,2754024478.0,1524055,devbhumi dwarka district
gujarat,2023,2,21473977466.0,11886801,rajkot district
gujarat,2023,2,7885461417.0,4798591,aravallis district
gujarat,2023,2,2137462845.0,1244113,chhotaudepur district
gujarat,2023,2,4652143736.0,2813449,botad district
gujarat,2023,2,25552850416.0,20492081,bharuch district
gujarat,2023,2,13318758008.0,6951883,bhavnagar district
gujarat,2023,2,4751272420.0,2403109,junagadh district
gujarat,2023,2,23684515815.0,13635469,mahesana district
gujarat,2023,2,870841121.0,619051,the dangs district
gujarat,2023,2,9433647106.0,6085143,kheda district
gujarat,2023,2,102075692702.0,68998170,surat district
gujarat,2023,2,2116550620.0,883224,porbandar district
gujarat,2023,2,31572312133.0,22421756,gandhinagar district
gujarat,2023,2,7340222097.0,5008744,panch mahals district
gujarat,2023,2,2170877095.0,1550920,narmada district
gujarat,2023,2,6039493391.0,2968910,gir somnath district
gujarat,2023,2,23874686294.0,17817488,valsad district
gujarat,2023,2,3393183608.0,1968493,mahisagar district
gujarat,2023,2,13228245431.0,8082316,sabar kantha district
gujarat,2023,2,4542977182.0,3071773,tapi district
gujarat,2023,2,36036104419.0,28126951,vadodara district
gujarat,2023,2,42180609726.0,23444277,banas kantha district
gujarat,2023,2,4820975988.0,2635417,amreli district
gujarat,2023,2,156288216607.0,100889578,ahmadabad district
gujarat,2023,2,8161119377.0,4873367,dohad district
gujarat,2023,2,7128327894.0,4720973,navsari district
gujarat,2023,2,12694378137.0,7357468,patan district
gujarat,2023,2,27688475605.0,18170694,kachchh district
gujarat,2023,2,9385361251.0,4699987,surendranagar district
gujarat,2023,2,11249299353.0,5404962,morbi district
gujarat,2023,3,9760222735.0,6408690,anand district
gujarat,2023,3,8736838057.0,6970886,jamnagar district
gujarat,2023,3,2947663134.0,1684259,devbhumi dwarka district
gujarat,2023,3,24000712020.0,13691028,rajkot district
gujarat,2023,3,8235714548.0,5283849,aravallis district
gujarat,2023,3,2019847246.0,1292249,chhotaudepur district
gujarat,2023,3,5946985902.0,3128600,botad district
gujarat,2023,3,27245590670.0,23411273,bharuch district
gujarat,2023,3,14822238664.0,7587294,bhavnagar district
gujarat,2023,3,5024678950.0,2618213,junagadh district
gujarat,2023,3,26723975165.0,15541817,mahesana district
gujarat,2023,3,938441461.0,706457,the dangs district
gujarat,2023,3,9926923098.0,6743015,kheda district
gujarat,2023,3,109145690441.0,79742341,surat district
gujarat,2023,3,2166150109.0,943933,porbandar district
gujarat,2023,3,35649946527.0,26278985,gandhinagar district
gujarat,2023,3,7741547853.0,5649552,panch mahals district
gujarat,2023,3,2217044970.0,1677672,narmada district
gujarat,2023,3,6139462563.0,3233669,gir somnath district
gujarat,2023,3,25031461480.0,20283176,valsad district
gujarat,2023,3,3280701332.0,2101699,mahisagar district
gujarat,2023,3,14174082993.0,9131301,sabar kantha district
gujarat,2023,3,4468064211.0,3327168,tapi district
gujarat,2023,3,39197795542.0,32705182,vadodara district
gujarat,2023,3,49573677952.0,27740530,banas kantha district
gujarat,2023,3,5235380088.0,2905887,amreli district
gujarat,2023,3,173450994467.0,116119081,ahmadabad district
gujarat,2023,3,8613385702.0,5730710,dohad district
gujarat,2023,3,7075895376.0,5025791,navsari district
gujarat,2023,3,14321658314.0,8440368,patan district
gujarat,2023,3,30415694275.0,21522506,kachchh district
gujarat,2023,3,10351069125.0,5252147,surendranagar district
gujarat,2023,3,13157501480.0,6424262,morbi district
gujarat,2023,1,9009210736.0,5397666,anand district
gujarat,2023,1,7167434719.0,4756337,jamnagar district
gujarat,2023,1,2752477571.0,1415994,devbhumi dwarka district
gujarat,2023,1,19918564828.0,10331784,rajkot district
gujarat,2023,1,6867703665.0,4030723,aravallis district
gujarat,2023,1,1949399026.0,1063601,chhotaudepur district
gujarat,2023,1,4334114751.0,2614974,botad district
gujarat,2023,1,23420620380.0,17611455,bharuch district
gujarat,2023,1,12426320689.0,5891467,bhavnagar district
gujarat,2023,1,4380773447.0,2103076,junagadh district
gujarat,2023,1,21693083051.0,11768050,mahesana district
gujarat,2023,1,743925303.0,525483,the dangs district
gujarat,2023,1,8871328725.0,5309300,kheda district
gujarat,2023,1,95572900783.0,59319420,surat district
gujarat,2023,1,2010358003.0,781192,porbandar district
gujarat,2023,1,28898357911.0,19462874,gandhinagar district
gujarat,2023,1,6885930879.0,4382750,panch mahals district
gujarat,2023,1,2006640636.0,1331119,narmada district
gujarat,2023,1,5400719200.0,2525075,gir somnath district
gujarat,2023,1,21497483690.0,15422170,valsad district
gujarat,2023,1,3003221233.0,1662680,mahisagar district
gujarat,2023,1,11873701987.0,7019623,sabar kantha district
gujarat,2023,1,4183517799.0,2629964,tapi district
gujarat,2023,1,33703262986.0,25446746,vadodara district
gujarat,2023,1,39328998688.0,20363171,banas kantha district
gujarat,2023,1,4616129601.0,2349744,amreli district
gujarat,2023,1,144675922269.0,88124113,ahmadabad district
gujarat,2023,1,7548858403.0,4195072,dohad district
gujarat,2023,1,6361291325.0,4107219,navsari district
gujarat,2023,1,11479571861.0,6352036,patan district
gujarat,2023,1,26116703929.0,15804575,kachchh district
gujarat,2023,1,8632632976.0,3921552,surendranagar district
gujarat,2023,1,10495027756.0,4490321,morbi district
gujarat,2022,2,5980713686.880918,3366969,anand district
gujarat,2022,2,4428726322.515411,2577307,jamnagar district
gujarat,2022,2,1553973410.0873568,699907,devbhumi dwarka district
gujarat,2022,2,12629937169.82262,6063252,rajkot district
gujarat,2022,2,3936343254.1726723,1985375,aravallis district
gujarat,2022,2,1118837886.278185,554481,chhotaudepur district
gujarat,2022,2,2481012650.813588,1319494,botad district
gujarat,2022,2,13524403306.877403,8898927,bharuch district
gujarat,2022,2,7203081678.4895935,3280598,bhavnagar district
gujarat,2022,2,2870016919.846751,1303634,junagadh district
gujarat,2022,2,13686497405.843655,6831581,mahesana district
gujarat,2022,2,386904516.30286825,242942,the dangs district
gujarat,2022,2,5136552729.090972,2804743,kheda district
gujarat,2022,2,68525386888.44026,37371820,surat district
gujarat,2022,2,1247309372.061276,451806,porbandar district
gujarat,2022,2,16650584409.353096,10158506,gandhinagar district
gujarat,2022,2,4913162124.983287,2768107,panch mahals district
gujarat,2022,2,1199594621.9613156,728214,narmada district
gujarat,2022,2,3597900918.795203,1593762,gir somnath district
gujarat,2022,2,12554813235.04937,8033358,valsad district
gujarat,2022,2,1679677472.3282216,787617,mahisagar district
gujarat,2022,2,6977672565.899878,3593785,sabar kantha district
gujarat,2022,2,3029292345.32784,1783511,tapi district
gujarat,2022,2,24927078678.274376,16566055,vadodara district
gujarat,2022,2,20605533611.378273,9732655,banas kantha district
gujarat,2022,2,2813019600.3597517,1320163,amreli district
gujarat,2022,2,161506106645.9494,96453555,ahmadabad district
gujarat,2022,2,3896428797.800151,1809814,dohad district
gujarat,2022,2,5310124254.046915,3327016,navsari district
gujarat,2022,2,6276857246.360606,3116746,patan district
gujarat,2022,2,15334005512.230762,7934471,kachchh district
gujarat,2022,2,4713415151.499961,2087742,surendranagar district
gujarat,2022,2,6103036587.724854,2504883,morbi district
gujarat,2022,3,6469350595.472251,3910410,anand district
gujarat,2022,3,5733544044.074508,3714625,jamnagar district
gujarat,2022,3,1779143512.572445,918151,devbhumi dwarka district
gujarat,2022,3,15206611341.200827,8053297,rajkot district
gujarat,2022,3,3920741952.595134,2236769,aravallis district
gujarat,2022,3,995504884.7700689,545300,chhotaudepur district
gujarat,2022,3,2591773863.872061,1433437,botad district
gujarat,2022,3,15949022077.719542,11270803,bharuch district
gujarat,2022,3,9041452290.515198,4568839,bhavnagar district
gujarat,2022,3,3043926124.6742277,1537367,junagadh district
gujarat,2022,3,12429803356.66823,6403784,mahesana district
gujarat,2022,3,381893547.7480219,254111,the dangs district
gujarat,2022,3,5933588857.8341465,3591066,kheda district
gujarat,2022,3,78304481289.11215,46500453,surat district
gujarat,2022,3,1357830610.5275652,578802,porbandar district
gujarat,2022,3,17098915693.48831,10879868,gandhinagar district
gujarat,2022,3,4508411917.771397,2823294,panch mahals district
gujarat,2022,3,1114771648.905864,723343,narmada district
gujarat,2022,3,3027458849.11908,1406104,gir somnath district
gujarat,2022,3,13905599408.86188,9633288,valsad district
gujarat,2022,3,1986607331.6766155,1122900,mahisagar district
gujarat,2022,3,6565494234.606799,3760015,sabar kantha district
gujarat,2022,3,2258710020.370042,1473584,tapi district
gujarat,2022,3,32733106034.525204,23318716,vadodara district
gujarat,2022,3,22401495021.82648,11035119,banas kantha district
gujarat,2022,3,2656525026.780618,1325138,amreli district
gujarat,2022,3,184255244712.72232,117574996,ahmadabad district
gujarat,2022,3,3862273582.1736565,2182542,dohad district
gujarat,2022,3,3829182729.863163,2421727,navsari district
gujarat,2022,3,6332131544.324939,3407916,patan district
gujarat,2022,3,16533683640.305622,9375781,kachchh district
gujarat,2022,3,5153708091.863037,2522750,surendranagar district
gujarat,2022,3,6075514370.909432,2735437,morbi district
gujarat,2022,4,7433779371.016341,4351503,anand district
gujarat,2022,4,7625464587.433752,4945374,jamnagar district
gujarat,2022,4,1848097499.2814002,910863,devbhumi dwarka district
gujarat,2022,4,17834314868.93695,9260831,rajkot district
gujarat,2022,4,4651225998.251141,2532438,aravallis district
gujarat,2022,4,1199597589.6415567,640222,chhotaudepur district
gujarat,2022,4,3051272765.4072547,1634212,botad district
gujarat,2022,4,22486941029.828552,15879527,bharuch district
gujarat,2022,4,10905403197.73602,5089277,bhavnagar district
gujarat,2022,4,4948034874.389366,2532155,junagadh district
gujarat,2022,4,14173625244.242264,7160396,mahesana district
gujarat,2022,4,463583958.8647848,317748,the dangs district
gujarat,2022,4,6102744146.658854,3509944,kheda district
gujarat,2022,4,85923991746.92255,52037142,surat district
gujarat,2022,4,1513924726.4532723,615650,porbandar district
gujarat,2022,4,19015449813.738018,12010565,gandhinagar district
gujarat,2022,4,5455257544.003246,3308022,panch mahals district
gujarat,2022,4,1308463852.7294803,846033,narmada district
gujarat,2022,4,3731133998.415558,1671989,gir somnath district
gujarat,2022,4,15842261457.57137,11103340,valsad district
gujarat,2022,4,2861334019.0561805,1619162,mahisagar district
gujarat,2022,4,8965673462.522814,4958012,sabar kantha district
gujarat,2022,4,2610910573.8709135,1635320,tapi district
gujarat,2022,4,30304178848.49663,20968443,vadodara district
gujarat,2022,4,25179922289.863693,12352158,banas kantha district
gujarat,2022,4,3343832001.6098003,1619039,amreli district
gujarat,2022,4,212037117715.34885,133174553,ahmadabad district
gujarat,2022,4,4807410074.584564,2608983,dohad district
gujarat,2022,4,4046502522.5835347,2509503,navsari district
gujarat,2022,4,7472645579.49339,3819745,patan district
gujarat,2022,4,17113433243.309341,9617702,kachchh district
gujarat,2022,4,5716407620.510841,2537495,surendranagar district
gujarat,2022,4,7944369113.768206,3378672,morbi district
gujarat,2022,1,5515844713.90881,3048076,anand district
gujarat,2022,1,3995387220.064081,2155185,jamnagar district
gujarat,2022,1,1393188002.3646598,577554,devbhumi dwarka district
gujarat,2022,1,11183107357.249798,5044420,rajkot district
gujarat,2022,1,3245867369.8418803,1603295,aravallis district
gujarat,2022,1,961037555.5333877,469160,chhotaudepur district
gujarat,2022,1,2529006396.9082165,1089654,botad district
gujarat,2022,1,12142511077.777298,7704075,bharuch district
gujarat,2022,1,6507151536.779606,2733486,bhavnagar district
gujarat,2022,1,2632740612.928868,1159000,junagadh district
gujarat,2022,1,12148997855.252472,5772191,mahesana district
gujarat,2022,1,319930741.7016173,199292,the dangs district
gujarat,2022,1,4653031406.32455,2392631,kheda district
gujarat,2022,1,60384509134.17688,31199368,surat district
gujarat,2022,1,1041885112.1535248,368108,porbandar district
gujarat,2022,1,14673670632.364445,8605006,gandhinagar district
gujarat,2022,1,4354464949.808912,2317566,panch mahals district
