State,Year,Quater,Entity_Name,Metric_Amount,Metric_Count
gujarat,2018,4,380015,233202833.5228809,191363
gujarat,2018,4,395010,420010935.6893592,181745
gujarat,2018,4,396427,336454142.6706798,167118
gujarat,2018,4,394210,290783624.61075425,165510
gujarat,2018,4,380006,180131636.0909396,153060
gujarat,2018,4,395004,270933948.97170943,142927
gujarat,2018,4,380013,198342421.48948702,134136
gujarat,2018,4,382350,241597813.10561174,132479
gujarat,2018,1,380018,548596428.2702155,423426
gujarat,2018,1,395006,214720347.17411375,162301
gujarat,2018,1,396427,157954445.4003239,97285
gujarat,2018,1,395010,142239271.32561636,86146
gujarat,2018,1,395004,100474271.98392478,78757
gujarat,2018,1,395003,100596288.07336298,66702
gujarat,2018,1,394210,82245289.39079314,66248
gujarat,2018,1,390001,94766734.49864133,56611
gujarat,2018,1,382350,80257787.10926825,55680
gujarat,2018,1,396191,57243133.692310214,47965
gujarat,2023,2,394210,9925343391.0,7013169
gujarat,2023,2,395006,9355184361.0,5340720
gujarat,2023,2,396191,7366715762.0,5336973
gujarat,2023,2,395010,10460696350.0,5197027
gujarat,2023,2,385535,8883418214.0,4671748
gujarat,2023,2,394230,4349390203.0,4510161
gujarat,2023,2,380058,5659291139.0,4307237
gujarat,2023,2,382330,6614469588.0,3916034
gujarat,2023,2,382405,6183634339.0,3816228
gujarat,2023,2,382350,7369405409.0,3812459
gujarat,2023,3,394210,10548705641.0,8051744
gujarat,2023,3,396191,7949168628.0,6165512
gujarat,2023,3,395006,9737553078.0,5922794
gujarat,2023,3,395010,11018605190.0,5824479
gujarat,2023,3,385535,10473256441.0,5477460
gujarat,2023,3,394230,4766286693.0,5409386
gujarat,2023,3,380058,6441070099.0,5067958
gujarat,2023,3,382330,7449067172.0,4545005
gujarat,2023,3,382481,6618107630.0,4509392
gujarat,2023,3,385001,7821082270.0,4505721
gujarat,2023,1,394210,9260558233.0,6021069
gujarat,2023,1,396191,6732841230.0,4649859
gujarat,2023,1,395006,8978667923.0,4627962
gujarat,2023,1,395010,10175461762.0,4539136
gujarat,2023,1,385535,8209389680.0,4040199
gujarat,2023,1,394230,4030652214.0,3787219
gujarat,2023,1,380058,5077295953.0,3670005
gujarat,2023,1,382330,5978643257.0,3380692
gujarat,2023,1,382350,6886217540.0,3377398
gujarat,2023,1,382481,5189215479.0,3307707
gujarat,2022,2,380001,84432798058.52104,52753664
gujarat,2022,2,395003,18758395287.861027,10672645
gujarat,2022,2,390001,5305843470.404314,3369020
gujarat,2022,2,394210,4898335956.672746,2777449
gujarat,2022,2,396191,3880649447.3451133,2335854
gujarat,2022,2,395006,5379127575.200686,2324015
gujarat,2022,2,395010,5670502737.641578,2256180
gujarat,2022,2,385535,4444364110.485488,2022153
gujarat,2022,2,385001,3754171188.3705053,1838275
gujarat,2022,2,382350,4063455499.5444765,1836488
gujarat,2022,3,380001,102800764086.34274,69641063
gujarat,2022,3,395003,27657120519.506294,17475931
gujarat,2022,3,390001,13357107455.6829,9500153
gujarat,2022,3,396191,5404237251.695282,3727566
gujarat,2022,3,394210,5000124611.505702,3018669
gujarat,2022,3,360001,5022471536.518374,2911413
gujarat,2022,3,392001,3884366869.986515,2835979
gujarat,2022,3,395006,5423716764.026315,2503127
gujarat,2022,3,395010,5701142499.951949,2433767
gujarat,2022,3,385535,4957155043.116726,2366098
gujarat,2022,4,380001,124501769828.67831,82141571
gujarat,2022,4,395003,32306602076.931435,20372857
gujarat,2022,4,390001,9405707962.878475,6233032
gujarat,2022,4,392001,8699061457.427103,6146132
gujarat,2022,4,396191,6401533326.23485,4488548
gujarat,2022,4,360001,6259053744.202771,3551353
gujarat,2022,4,394210,5509684302.628181,3449932
gujarat,2022,4,395010,5999191728.470708,2565136
gujarat,2022,4,385001,5036063890.269462,2508889
gujarat,2022,4,385535,5333291153.161168,2475780
gujarat,2022,1,380001,73237978832.22348,43066167
gujarat,2022,1,395003,16336269012.02546,8742989
gujarat,2022,1,390001,4715530989.557235,2853620
gujarat,2022,1,394210,4212046726.0476465,2346308
gujarat,2022,1,395006,4894153433.470372,1980697
gujarat,2022,1,396191,3483344352.0207405,1959137
gujarat,2022,1,395010,5103638173.022648,1896179
gujarat,2022,1,385535,3867046789.561491,1630473
gujarat,2022,1,382350,3569714791.1866403,1572296
gujarat,2022,1,385001,3286287009.2220364,1532483
gujarat,2019,2,380018,10446888963.74205,6034737
gujarat,2019,2,396427,5041854311.531418,2916057
gujarat,2019,2,395006,854364539.6318631,414968
gujarat,2019,2,390001,710427162.5134758,371756
gujarat,2019,2,380015,377611674.6124442,310956
gujarat,2019,2,395010,646042461.9564029,269037
gujarat,2019,2,382350,428354146.0705642,250084
gujarat,2019,2,394210,432171835.7451432,233974
gujarat,2019,2,380013,324425407.9813392,232824
gujarat,2019,2,360001,488659458.52287734,226802
gujarat,2019,3,380018,11683489722.006363,5791776
gujarat,2019,3,396427,5525461372.553297,2710512
gujarat,2019,3,395006,1020660013.5659819,571069
gujarat,2019,3,382350,578410997.8494031,505956
gujarat,2019,3,380015,513590650.8654868,455273
gujarat,2019,3,395010,760839791.4845159,388138
gujarat,2019,3,380006,367381983.46705395,381862
gujarat,2019,3,390001,724895033.5052948,363966
gujarat,2019,3,380013,449461796.678245,362107
gujarat,2019,3,384265,237505556.90335196,342874
gujarat,2019,4,380018,13811436405.017286,5745525
gujarat,2019,4,396427,6276237298.1199665,2626585
gujarat,2019,4,380001,1982009967.083078,917461
gujarat,2019,4,395006,1165745706.8077176,552565
gujarat,2019,4,380015,603831544.2345533,456655
gujarat,2019,4,382350,723663765.6381704,443472
gujarat,2019,4,395010,969707102.8092742,414070
gujarat,2019,4,390001,911892156.7415185,409081
gujarat,2019,4,394210,691387341.6253154,399705
gujarat,2019,4,380013,544424446.2835009,375531
gujarat,2019,1,380018,3602207468.4702206,2317295
gujarat,2019,1,396427,1531665516.997067,890893
gujarat,2019,1,395006,790759656.5338777,443006
gujarat,2019,1,395010,574170903.883326,267174
gujarat,2019,1,380015,318287526.0636297,266446
gujarat,2019,1,394210,408334960.990163,246614
gujarat,2019,1,380006,244252561.73802507,236157
gujarat,2019,1,382170,137427186.56227446,227798
gujarat,2019,1,382350,342251658.5039515,218022
gujarat,2019,1,382721,219548042.30027515,214453
maharashtra,2020,2,411004,58352702890.56201,27617700
maharashtra,2020,2,400070,13985785942.628002,6133707
maharashtra,2020,2,444510,4869612765.548667,1773268
maharashtra,2020,2,440012,4365896358.668893,1695433
maharashtra,2020,2,411057,1588831343.3615618,1566812
maharashtra,2020,2,411033,1470500760.125216,1473583
maharashtra,2020,2,410501,1438917505.312336,1370197
maharashtra,2020,2,421302,1772795394.7374768,1268368
maharashtra,2020,2,411014,1342419964.1812515,1246164
maharashtra,2020,2,431003,1537431832.653778,1144503
maharashtra,2020,3,411004,94100767700.43585,49082232
maharashtra,2020,3,400070,19921445454.627357,9322422
maharashtra,2020,3,410501,3007329077.40823,2801571
maharashtra,2020,3,411033,2455050777.865257,2579266
maharashtra,2020,3,411057,1998570489.5234246,2246332
maharashtra,2020,3,411014,2005776005.6437986,2096814
maharashtra,2020,3,431001,3661800243.2774534,1958007
maharashtra,2020,3,431003,2632272615.053278,1924441
maharashtra,2020,3,440012,4404411879.502844,1886074
maharashtra,2020,3,411041,1737159508.2047925,1815596
maharashtra,2020,4,411004,83733590846.6026,48628369
maharashtra,2020,4,400070,19437071904.383442,10292942
maharashtra,2020,4,410501,4921388816.8259945,5088128
maharashtra,2020,4,444510,10914140072.251568,4444889
maharashtra,2020,4,411033,3846739778.821233,4384385
maharashtra,2020,4,411014,3458693807.9549103,4117739
maharashtra,2020,4,411057,3034627308.599435,3737410
maharashtra,2020,4,431003,4104217114.676458,3183797
maharashtra,2020,4,411041,2764392022.9529486,3105570
maharashtra,2020,4,411046,3141625296.983733,3049281
maharashtra,2020,1,411004,64894935103.99599,43278566
maharashtra,2020,1,400070,21066837485.651253,10817537
maharashtra,2020,1,411057,3498481662.551411,5637564
maharashtra,2020,1,411014,2709270512.58689,3577288
maharashtra,2020,1,411033,2293643428.210578,3338361
maharashtra,2020,1,411041,1654901853.7680151,2822563
maharashtra,2020,1,440012,5224820485.536901,2572365
maharashtra,2020,1,411046,1670905373.9413047,2258157
maharashtra,2020,1,411028,1954542698.8450613,2249726
maharashtra,2020,1,410501,2215056414.553487,2085583
maharashtra,2021,2,411004,186134320440.93646,120795663
maharashtra,2021,2,400070,44355645215.55112,27988960
maharashtra,2021,2,444510,51689666317.88881,25401557
maharashtra,2021,2,410501,5718928168.939413,5820240
maharashtra,2021,2,440012,9162320983.838173,4911423
maharashtra,2021,2,411033,4447067830.754314,4333078
maharashtra,2021,2,431001,7018036781.23728,4313072
maharashtra,2021,2,411014,3573102470.8404264,3826381
maharashtra,2021,2,412105,4155458263.9432354,3522643
maharashtra,2021,2,411057,3320265998.5346704,3471054
maharashtra,2021,3,411004,217400690972.0777,155523883
maharashtra,2021,3,444510,84950919432.04364,45378525
maharashtra,2021,3,400070,52493227092.60605,35253876
maharashtra,2021,3,410501,7512931034.073682,8483378
maharashtra,2021,3,431001,9795663070.657686,6658569
maharashtra,2021,3,411033,5955974410.850868,6391773
maharashtra,2021,3,411014,5254893792.249605,6153220
maharashtra,2021,3,411057,4869776610.609431,5518690
maharashtra,2021,3,440012,9251767919.822668,5494787
maharashtra,2021,3,412105,5620948987.57558,5234434
maharashtra,2021,4,411004,259406175394.85846,185423020
maharashtra,2021,4,444510,103212697006.96255,55162139
maharashtra,2021,4,400070,73187916008.75829,50340367
maharashtra,2021,4,410501,9264010974.618313,10198767
maharashtra,2021,4,431001,12404503527.716852,8557377
maharashtra,2021,4,411014,6868558294.36281,7890419
maharashtra,2021,4,411033,7410840168.559816,7862205
maharashtra,2021,4,411057,6247408883.821518,7136353
maharashtra,2021,4,431003,8067351256.978017,6407291
maharashtra,2021,4,412105,6993658658.829407,6367461
maharashtra,2021,1,411004,142692099313.189,99287169
maharashtra,2021,1,400070,39416189451.46673,25090098
maharashtra,2021,1,444510,29459240170.90883,14752939
maharashtra,2021,1,410501,5283710135.059421,5597174
maharashtra,2021,1,411033,4454661003.7049465,5167231
maharashtra,2021,1,411014,4006389874.363821,5011718
maharashtra,2021,1,411057,3672139833.675662,4560933
maharashtra,2021,1,411041,3298137065.526967,3970507
maharashtra,2021,1,440012,7099760065.066556,3927031
maharashtra,2021,1,411046,3582816058.737564,3668053
maharashtra,2018,2,400008,4703762207.003538,2631405
maharashtra,2018,2,411001,2145613783.5507014,1316115
maharashtra,2018,2,411057,422304488.8299024,242519
maharashtra,2018,2,410501,316770191.1098889,218820
maharashtra,2018,2,411014,324218025.22867304,166457
maharashtra,2018,2,411033,261252656.0200929,157641
maharashtra,2018,2,400606,279715772.85043585,148846
maharashtra,2018,2,421302,270573714.7319163,135128
maharashtra,2018,2,411041,189328050.52410924,133107
maharashtra,2018,2,431003,200245075.75779852,130057
maharashtra,2018,3,400008,5436005565.196791,3111609
maharashtra,2018,3,411001,2829639683.4067717,1689517
maharashtra,2018,3,410501,591587000.3501817,508646
maharashtra,2018,3,411057,611270873.2667295,422874
maharashtra,2018,3,411014,483326747.3794536,265735
maharashtra,2018,3,411033,390743516.5145781,238408
maharashtra,2018,3,431003,302541720.1772945,204502
maharashtra,2018,3,421302,447312674.99639803,201404
maharashtra,2018,3,411028,344862780.4685549,200254
maharashtra,2018,3,411041,286384151.7948901,189200
maharashtra,2018,4,400008,8474903607.1238575,4586309
maharashtra,2018,4,411001,3917444399.4306126,2176631
maharashtra,2018,4,411057,884095179.2798569,652006
maharashtra,2018,4,410501,769817705.9044026,518442
maharashtra,2018,4,411014,700159714.8560562,420715
maharashtra,2018,4,421302,785501091.8436023,400213
maharashtra,2018,4,411028,529931830.9797609,376373
maharashtra,2018,4,411033,531815628.96831757,344206
maharashtra,2018,4,400708,368619264.9520594,314305
maharashtra,2018,4,400072,484031730.62145823,289541
maharashtra,2018,1,400008,3105208723.475169,2227885
maharashtra,2018,1,411001,1413523605.5956619,1055656
maharashtra,2018,1,411057,280533305.27763397,168299
maharashtra,2018,1,410501,192733705.886016,156090
maharashtra,2018,1,400606,201559877.88188544,121105
maharashtra,2018,1,411033,165427380.13732243,118850
maharashtra,2018,1,411014,209175471.82276022,114748
maharashtra,2018,1,431003,116259679.45781952,104719
maharashtra,2018,1,411041,119594030.23584342,101787
maharashtra,2018,1,421302,137262044.1129402,95135
maharashtra,2023,2,411057,24785623038.0,30991776
maharashtra,2023,2,410501,24451732191.0,29066230
maharashtra,2023,2,411014,21392570247.0,25859292
maharashtra,2023,2,411033,20527805168.0,23888848
maharashtra,2023,2,421302,24700746766.0,19309222
maharashtra,2023,2,412105,19377447045.0,18719763
maharashtra,2023,2,411028,16343289591.0,17388584
maharashtra,2023,2,431003,19083832100.0,16407926
maharashtra,2023,2,411041,13821446631.0,16397174
maharashtra,2023,2,411046,15584348456.0,16261485
maharashtra,2023,3,411057,28470754620.0,35730539
maharashtra,2023,3,410501,27463544507.0,33763815
maharashtra,2023,3,411014,24003583495.0,29034996
maharashtra,2023,3,411033,23078806461.0,26962555
maharashtra,2023,3,421302,26413693345.0,21944314
maharashtra,2023,3,412105,22290488646.0,21938224
maharashtra,2023,3,411028,18162442730.0,19787272
maharashtra,2023,3,431003,20789385802.0,18768631
maharashtra,2023,3,412207,18324396614.0,18538316
maharashtra,2023,3,411046,17073318002.0,17806726
maharashtra,2023,1,411057,21723536786.0,27438671
maharashtra,2023,1,410501,22470285522.0,25782962
maharashtra,2023,1,411014,19438224053.0,23623328
maharashtra,2023,1,411033,18765003193.0,21924992
maharashtra,2023,1,421302,23079684609.0,17573711
maharashtra,2023,1,412105,17673043028.0,16901938
maharashtra,2023,1,411028,14847085738.0,15706323
maharashtra,2023,1,411041,12736609263.0,15299496
maharashtra,2023,1,411046,14410019252.0,15186635
maharashtra,2023,1,431003,17424324715.0,15050418
maharashtra,2022,2,411004,356436998068.0399,262731186
maharashtra,2022,2,444510,168031360482.0629,93575752
maharashtra,2022,2,400070,95416331928.65605,67786894
maharashtra,2022,2,410501,11874309798.75892,13236910
maharashtra,2022,2,411014,10026764352.969936,11697920
maharashtra,2022,2,411057,9909192948.653673,11622532
maharashtra,2022,2,431001,15940998114.996466,11357036
maharashtra,2022,2,411033,10137475801.06741,11248321
maharashtra,2022,2,411041,7423109581.111521,8733671
maharashtra,2022,2,412105,9347399710.593971,8602663
maharashtra,2022,3,411033,241609848561.36984,217102802
maharashtra,2022,3,400070,170363147506.6858,137051260
maharashtra,2022,3,400008,65788617891.76341,49814056
maharashtra,2022,3,411004,46889682733.19162,35565559
maharashtra,2022,3,440015,39580070888.688675,28518450
maharashtra,2022,3,422001,22892863075.667614,16584775
maharashtra,2022,3,410501,12394610913.096243,13708087
maharashtra,2022,3,411057,11257700083.431376,13233019
maharashtra,2022,3,444510,23786716614.652943,12876808
maharashtra,2022,3,411014,10734695463.204502,12461317
maharashtra,2022,4,411033,298971294541.89966,263248580
maharashtra,2022,4,400070,226320223720.06732,180508440
maharashtra,2022,4,400008,65927005243.35176,49240020
maharashtra,2022,4,440015,46646510285.455376,33001619
maharashtra,2022,4,422001,40043689994.83023,29230434
maharashtra,2022,4,410501,13739297710.183975,15124573
maharashtra,2022,4,411057,12424554392.873234,14986782
maharashtra,2022,4,411014,11881222962.18791,13692420
maharashtra,2022,4,421302,18356897590.78022,13270367
maharashtra,2022,4,431201,17443485580.872044,12674116
maharashtra,2022,1,411004,285005833904.6318,209101358
maharashtra,2022,1,444510,129741278088.80705,69862188
maharashtra,2022,1,400070,80794740859.51787,56011211
maharashtra,2022,1,410501,10636624234.637459,11640038
maharashtra,2022,1,431001,13805827491.422024,9825891
maharashtra,2022,1,411033,8590526583.137423,9348861
maharashtra,2022,1,411014,7848200047.69926,9059263
maharashtra,2022,1,411057,7472972778.678108,8561602
maharashtra,2022,1,412105,8159684878.294653,7459104
maharashtra,2022,1,421302,11482329394.52514,7450111
maharashtra,2019,2,411006,34073354893.758354,22544991
maharashtra,2019,2,400008,12401411002.36563,6827030
maharashtra,2019,2,411057,1701151988.4702284,2165856
maharashtra,2019,2,411033,1052200366.1481376,1250933
maharashtra,2019,2,411014,1253903071.6756992,1105699
maharashtra,2019,2,411041,710421676.6720306,994726
maharashtra,2019,2,411028,919595179.7844033,822458
maharashtra,2019,2,410501,1127101247.649397,816802
maharashtra,2019,2,411046,711637511.4949976,736036
maharashtra,2019,2,440002,1196325635.67382,684074
maharashtra,2019,3,411006,42031275308.282005,25995035
maharashtra,2019,3,400008,14467758895.186302,7234595
maharashtra,2019,3,411057,2568524077.835992,4113075
maharashtra,2019,3,411033,1596921146.357568,2374065
maharashtra,2019,3,411014,1880558906.2308745,2158511
maharashtra,2019,3,411041,1151240194.4651384,1863384
maharashtra,2019,3,411028,1359277972.777671,1473236
maharashtra,2019,3,411046,1112254282.503057,1399162
maharashtra,2019,3,411038,963376797.4875424,1367646
maharashtra,2019,3,410501,1480979342.3825912,1268839
maharashtra,2019,4,411006,51360244641.273315,32779718
maharashtra,2019,4,400008,22289347327.905037,10498727
maharashtra,2019,4,411057,3141185779.034028,5242853
maharashtra,2019,4,411004,5714251438.585219,4505845
maharashtra,2019,4,411014,2406336857.5454073,3033141
maharashtra,2019,4,411033,2018214638.8403163,3008684
maharashtra,2019,4,411041,1467560436.8215373,2544534
maharashtra,2019,4,411028,1750661972.7623062,1970393
maharashtra,2019,4,411046,1432422961.6746247,1918669
maharashtra,2019,4,411038,1188240881.385167,1808324
maharashtra,2019,1,400008,10238553958.763014,6494529
maharashtra,2019,1,411006,9202990658.01836,5641935
maharashtra,2019,1,411001,3441020708.2644687,2376027
maharashtra,2019,1,411057,1352213398.9662242,1291680
maharashtra,2019,1,410501,1088531393.1142068,936769
maharashtra,2019,1,411033,796780363.891503,705098
maharashtra,2019,1,411014,1011657285.7105505,703615
maharashtra,2019,1,421302,1016319465.7605121,650588
maharashtra,2019,1,411028,747314892.8314726,593884
maharashtra,2019,1,411041,575340284.1574556,578580
meghalaya,2020,2,793001,214418577.07837713,82349
meghalaya,2020,2,793002,193010397.5736631,70788
meghalaya,2020,2,793210,47657281.15130705,28832
meghalaya,2020,2,794105,56811190.41707551,24842
meghalaya,2020,2,793101,52144803.31830437,24250
meghalaya,2020,2,794101,34647259.56330724,21478
meghalaya,2020,2,794104,36943959.070846945,21074
meghalaya,2020,2,794001,28346124.393713795,20774
meghalaya,2020,2,793011,32336628.063805275,19781
meghalaya,2020,2,793007,33226515.235067822,16882
meghalaya,2020,3,793001,184743614.18398914,64872
meghalaya,2020,3,793210,57545869.04358561,30783
meghalaya,2020,3,793101,66215432.85843975,27591
meghalaya,2020,3,793002,60802742.83728131,25567
meghalaya,2020,3,794001,50664604.68429879,25373
meghalaya,2020,3,794101,53652092.51585677,24905
meghalaya,2020,3,794105,59399190.749371156,22882
meghalaya,2020,3,793011,43087330.898544274,21592
meghalaya,2020,3,794104,47873284.32086069,21547
meghalaya,2020,3,793007,38314852.83594275,16753
meghalaya,2020,4,793001,243804216.45795542,83561
meghalaya,2020,4,793101,122314911.77438098,41902
meghalaya,2020,4,793210,84641953.63804965,39853
meghalaya,2020,4,793002,90824743.2222091,35148
meghalaya,2020,4,794104,73373737.27993046,30771
meghalaya,2020,4,794105,86993928.46389738,30734
meghalaya,2020,4,794101,68562680.95453689,29717
meghalaya,2020,4,794001,72534395.9048683,29667
meghalaya,2020,4,793011,60635630.162373565,26651
meghalaya,2020,4,793007,52343345.73500208,20922
meghalaya,2020,1,793001,285965673.368166,103312
meghalaya,2020,1,793002,223117575.85580918,81054
meghalaya,2020,1,793101,57033079.522833854,24418
meghalaya,2020,1,793210,47019739.757896245,23907
meghalaya,2020,1,794105,35002277.88050316,14847
meghalaya,2020,1,794001,22670338.287481435,14318
meghalaya,2020,1,794101,29171032.31273087,13517
meghalaya,2020,1,793011,26418953.01976515,12926
meghalaya,2020,1,793007,25544122.561595835,11987
meghalaya,2020,1,794104,24914660.28161904,11922
meghalaya,2021,2,793001,426313703.5332465,165598
meghalaya,2021,2,793210,115283268.97675651,57026
meghalaya,2021,2,793101,131101653.86562778,48528
meghalaya,2021,2,794104,107138411.28592521,48384
meghalaya,2021,2,794105,137176096.52537653,43088
meghalaya,2021,2,793002,92640341.41461834,34320
meghalaya,2021,2,794001,64440313.686985776,27790
meghalaya,2021,2,794101,65710918.68502261,27136
meghalaya,2021,2,793011,63624325.07532646,27035
meghalaya,2021,2,793102,52914945.54701148,25533
meghalaya,2021,3,793001,530904907.19687676,207464
meghalaya,2021,3,793210,138267841.6780718,66079
meghalaya,2021,3,793101,174667201.93216926,65749
meghalaya,2021,3,794104,120467614.248896,55480
meghalaya,2021,3,794105,166891324.2112767,50251
meghalaya,2021,3,793002,129825349.2269538,43791
meghalaya,2021,3,794001,91612880.48331752,35755
meghalaya,2021,3,794101,92968033.62205568,33796
meghalaya,2021,3,793011,80876112.08763698,33163
meghalaya,2021,3,793102,68272870.03577398,30417
meghalaya,2021,4,793001,690414224.1540794,263013
meghalaya,2021,4,793101,278722454.67128855,117054
meghalaya,2021,4,793210,196204865.70305175,87932
meghalaya,2021,4,794104,191081991.33937848,73841
meghalaya,2021,4,794105,231647775.42969656,71698
meghalaya,2021,4,793002,172263562.26607728,54401
meghalaya,2021,4,794001,119992937.25195585,42891
meghalaya,2021,4,793011,101569097.14043593,39907
meghalaya,2021,4,793102,91336742.4148151,39688
meghalaya,2021,4,794101,109403120.15315852,38836
meghalaya,2021,1,793001,386470990.4137241,135187
meghalaya,2021,1,793101,142699873.1320424,47550
meghalaya,2021,1,793210,105030977.51266736,43747
meghalaya,2021,1,794105,109155457.59247932,31553
meghalaya,2021,1,794104,76541640.32672727,30637
meghalaya,2021,1,793002,85654930.73375626,29718
meghalaya,2021,1,794101,67301542.41078459,24109
meghalaya,2021,1,794001,60607668.94902579,23620
meghalaya,2021,1,793011,57330709.17315665,22762
meghalaya,2021,1,793102,46084786.68011867,19946
meghalaya,2018,2,793001,14913054.71284224,7159
meghalaya,2018,2,793002,10310363.434112301,6136
meghalaya,2018,2,793101,7424696.232345499,5129
meghalaya,2018,2,793210,9791290.933769494,4566
meghalaya,2018,2,794001,4358257.116650416,2982
meghalaya,2018,2,794105,5665655.6102624,2973
meghalaya,2018,2,793011,4038235.733626153,2765
meghalaya,2018,2,793022,3708245.6682565995,2668
meghalaya,2018,2,793004,5164910.26275328,2396
meghalaya,2018,2,794101,3441094.526427978,1990
meghalaya,2018,3,793002,14458549.37949472,11883
meghalaya,2018,3,793001,25835260.860682037,11765
meghalaya,2018,3,793210,14188319.577151336,7878
meghalaya,2018,3,793101,13434015.058745537,7087
meghalaya,2018,3,794105,7160224.867681785,4254
meghalaya,2018,3,793011,10857672.011105126,4002
meghalaya,2018,3,794101,6539166.435811928,3971
meghalaya,2018,3,794001,6456455.718209652,3734
meghalaya,2018,3,793004,8621736.170358278,3724
meghalaya,2018,3,793018,3690909.015228115,2921
meghalaya,2018,4,793001,40796934.65361333,15970
meghalaya,2018,4,793002,28490192.391904294,14358
meghalaya,2018,4,793210,23552874.56895237,10538
meghalaya,2018,4,794105,14388348.377020527,9404
meghalaya,2018,4,793101,21905952.47002369,9221
meghalaya,2018,4,793200,6620807.6932651065,7828
meghalaya,2018,4,794001,11176948.683929984,6102
meghalaya,2018,4,793011,13068701.778593758,5184
meghalaya,2018,4,794101,10377005.137970414,5179
meghalaya,2018,4,793004,13033139.82141654,4851
meghalaya,2018,1,793002,6240111.071966832,6326
meghalaya,2018,1,793001,8652691.777738439,5245
meghalaya,2018,1,793101,4766271.01956466,3563
meghalaya,2018,1,793210,5290588.530271051,3343
meghalaya,2018,1,794105,2975311.228892166,2197
meghalaya,2018,1,794001,1540690.0262952226,1873
meghalaya,2018,1,793151,1429788.4230707106,1551
meghalaya,2018,1,793004,2521411.5242451695,1549
meghalaya,2018,1,794101,1672332.2139974874,1494
meghalaya,2018,1,794104,2307282.756329104,1448
meghalaya,2023,2,793101,906418719.0,506038
meghalaya,2023,2,794104,1094387084.0,488458
meghalaya,2023,2,793001,853535712.0,440374
meghalaya,2023,2,794105,1165226968.0,436676
meghalaya,2023,2,793210,651666753.0,384625
meghalaya,2023,2,793002,419601858.0,168260
meghalaya,2023,2,793102,301895446.0,152164
meghalaya,2023,2,793200,506214607.0,143648
meghalaya,2023,2,794001,289480099.0,136421
meghalaya,2023,2,793011,308707152.0,134094
meghalaya,2023,3,794104,1063651682.0,589924
meghalaya,2023,3,793101,917646248.0,587786
meghalaya,2023,3,793001,943004910.0,550525
meghalaya,2023,3,794105,1091622701.0,542449
meghalaya,2023,3,793210,688617116.0,458473
meghalaya,2023,3,793002,476887531.0,202455
meghalaya,2023,3,793102,308036298.0,183777
meghalaya,2023,3,793200,507369267.0,164964
meghalaya,2023,3,794001,310926386.0,161950
meghalaya,2023,3,793011,312299261.0,160630
meghalaya,2023,1,793101,849783871.0,420175
meghalaya,2023,1,794104,921325526.0,377010
meghalaya,2023,1,794105,1101087793.0,345431
meghalaya,2023,1,793001,692603254.0,333990
meghalaya,2023,1,793210,619782447.0,318372
meghalaya,2023,1,793102,285952534.0,136689
meghalaya,2023,1,793002,364095743.0,133138
meghalaya,2023,1,793200,506920518.0,131790
meghalaya,2023,1,794001,272826072.0,115701
meghalaya,2023,1,793011,240993376.0,105845
meghalaya,2022,2,793001,881158453.6632786,365755
meghalaya,2022,2,793101,413900997.1286073,188283
meghalaya,2022,2,794104,347876781.549551,129378
meghalaya,2022,2,793210,276573197.76215565,125897
meghalaya,2022,2,794105,395124843.55686593,111128
meghalaya,2022,2,793002,209881832.54345322,72475
meghalaya,2022,2,793103,139890522.047889,61200
meghalaya,2022,2,793102,139320224.8381443,59776
meghalaya,2022,2,793011,145074946.25081885,56579
meghalaya,2022,2,794101,144392050.00393498,54049
meghalaya,2022,3,793004,4365875115.728675,2175126
meghalaya,2022,3,793001,516581059.4048492,231014
meghalaya,2022,3,793101,416173329.45838594,209752
meghalaya,2022,3,794104,361568000.294727,157661
meghalaya,2022,3,793210,306811770.34427714,141889
meghalaya,2022,3,794105,374425608.3455272,123858
meghalaya,2022,3,794001,272020236.67674184,122514
meghalaya,2022,3,793002,236293088.9800955,85048
meghalaya,2022,3,793102,146011581.2617112,68397
meghalaya,2022,3,793103,127365311.11931336,63536
meghalaya,2022,4,793004,3214355276.3930554,1577217
meghalaya,2022,4,793101,491850012.2470391,239315
meghalaya,2022,4,793001,453102783.46254146,207191
meghalaya,2022,4,794104,486310933.3391179,204321
meghalaya,2022,4,794105,506634254.3916323,166376
meghalaya,2022,4,793210,328805254.06872416,155563
meghalaya,2022,4,794001,284276960.4393997,127431
meghalaya,2022,4,793002,244536709.0324449,85470
meghalaya,2022,4,793102,157514222.49778008,73640
meghalaya,2022,4,793103,125896250.39991814,68797
meghalaya,2022,1,793001,725122188.6667871,276853
meghalaya,2022,1,793101,358732686.5953486,146497
meghalaya,2022,1,793210,258096527.61697102,104592
meghalaya,2022,1,794105,360153597.64748234,100267
meghalaya,2022,1,794104,281145669.1917542,97389
meghalaya,2022,1,793002,183373999.4729157,59028
meghalaya,2022,1,793103,104363058.89164466,45968
meghalaya,2022,1,794001,125397296.50787352,45495
meghalaya,2022,1,794101,115738929.50108132,43770
meghalaya,2022,1,793200,155876215.99820644,43235
meghalaya,2019,2,793002,90504986.2351276,49250
meghalaya,2019,2,793001,55877235.38842714,22222
meghalaya,2019,2,793210,28610121.083926223,14510
meghalaya,2019,2,793101,29851975.83860094,13302
meghalaya,2019,2,794105,17407836.41502534,7819
meghalaya,2019,2,794001,13833419.885263652,7062
meghalaya,2019,2,793011,14917142.694549624,6978
meghalaya,2019,2,794101,14757332.885197297,6715
